Rep,TP,TN,FP,FN,Precision,Recall
CLUSTERS_8_REP_11,37710,356760,250,20769880,0.993414,0.001812
CLUSTERS_8_REP_11,37734,356760,250,20769856,0.993418,0.001813
CLUSTERS_8_REP_11,37642,356760,250,20769948,0.993402,0.001809
CLUSTERS_8_REP_11,37776,356760,250,20769814,0.993426,0.001815
CLUSTERS_8_REP_11,37952,356760,250,20769638,0.993456,0.001824
CLUSTERS_8_REP_11,38378,356760,250,20769212,0.993528,0.001844
CLUSTERS_8_REP_11,38338,356760,250,20769252,0.993521,0.001843
CLUSTERS_8_REP_11,38396,356760,250,20769194,0.993531,0.001845
CLUSTERS_8_REP_11,38816,356760,250,20768774,0.993601,0.001865
CLUSTERS_8_REP_11,39076,356760,250,20768514,0.993643,0.001878
CLUSTERS_8_REP_11,38850,356760,250,20768740,0.993606,0.001867
CLUSTERS_8_REP_12,0,261506,0,32211396,1,0
CLUSTERS_8_REP_12,2,261506,0,32211394,1,0
CLUSTERS_8_REP_12,4,261506,0,32211392,1,0
CLUSTERS_8_REP_12,10,261506,0,32211386,1,0
CLUSTERS_8_REP_12,14,261506,0,32211382,1,0
CLUSTERS_8_REP_12,16,261506,0,32211380,1,0
CLUSTERS_8_REP_12,22,261506,0,32211374,1,1e-06
CLUSTERS_8_REP_12,40,261506,0,32211356,1,1e-06
CLUSTERS_8_REP_12,58,261506,0,32211338,1,2e-06
CLUSTERS_8_REP_12,68,261506,0,32211328,1,2e-06
CLUSTERS_8_REP_12,80,261506,0,32211316,1,2e-06
CLUSTERS_8_REP_12,106,261506,0,32211290,1,3e-06
CLUSTERS_8_REP_12,122,261506,0,32211274,1,4e-06
CLUSTERS_8_REP_12,148,261506,0,32211248,1,5e-06
CLUSTERS_8_REP_12,150,261506,0,32211246,1,5e-06
CLUSTERS_8_REP_12,168,261506,0,32211228,1,5e-06
CLUSTERS_8_REP_12,218,261506,0,32211178,1,7e-06
CLUSTERS_8_REP_12,270,261506,0,32211126,1,8e-06
CLUSTERS_8_REP_12,332,261506,0,32211064,1,1e-05
CLUSTERS_8_REP_12,376,261506,0,32211020,1,1.2e-05
CLUSTERS_8_REP_12,448,261506,0,32210948,1,1.4e-05
CLUSTERS_8_REP_12,522,261506,0,32210874,1,1.6e-05
CLUSTERS_8_REP_12,610,261506,0,32210786,1,1.9e-05
CLUSTERS_8_REP_12,716,261506,0,32210680,1,2.2e-05
CLUSTERS_8_REP_12,780,261506,0,32210616,1,2.4e-05
CLUSTERS_8_REP_12,828,261506,0,32210568,1,2.6e-05
CLUSTERS_8_REP_12,990,261506,0,32210406,1,3.1e-05
CLUSTERS_8_REP_12,1194,261506,0,32210202,1,3.7e-05
CLUSTERS_8_REP_12,1328,261506,0,32210068,1,4.1e-05
CLUSTERS_8_REP_12,1544,261506,0,32209852,1,4.8e-05
CLUSTERS_8_REP_12,1850,261506,0,32209546,1,5.7e-05
CLUSTERS_8_REP_12,2130,261506,0,32209266,1,6.6e-05
CLUSTERS_8_REP_12,2344,261506,0,32209052,1,7.3e-05
CLUSTERS_8_REP_12,2580,261506,0,32208816,1,8e-05
CLUSTERS_8_REP_12,2840,261506,0,32208556,1,8.8e-05
CLUSTERS_8_REP_12,3306,261506,0,32208090,1,0.000103
CLUSTERS_8_REP_12,3532,261506,0,32207864,1,0.00011
CLUSTERS_8_REP_12,3830,261506,0,32207566,1,0.000119
CLUSTERS_8_REP_12,4154,261506,0,32207242,1,0.000129
CLUSTERS_8_REP_12,4494,261506,0,32206902,1,0.00014
CLUSTERS_8_REP_12,4896,261506,0,32206500,1,0.000152
CLUSTERS_8_REP_12,5106,261504,2,32206290,0.999608,0.000159
CLUSTERS_8_REP_12,5532,261504,2,32205864,0.999639,0.000172
CLUSTERS_8_REP_12,5966,261494,12,32205430,0.997993,0.000185
CLUSTERS_8_REP_12,6452,261494,12,32204944,0.998144,0.0002
CLUSTERS_8_REP_12,6808,261494,12,32204588,0.99824,0.000211
CLUSTERS_8_REP_12,7206,261494,12,32204190,0.998337,0.000224
CLUSTERS_8_REP_12,7386,261494,12,32204010,0.998378,0.000229
CLUSTERS_8_REP_12,7820,261494,12,32203576,0.998468,0.000243
CLUSTERS_8_REP_12,8106,261494,12,32203290,0.998522,0.000252
CLUSTERS_8_REP_12,8548,261494,12,32202848,0.998598,0.000265
CLUSTERS_8_REP_12,8750,261494,12,32202646,0.99863,0.000272
CLUSTERS_8_REP_12,9014,261494,12,32202382,0.998671,0.00028
CLUSTERS_8_REP_12,9454,261494,12,32201942,0.998732,0.000293
CLUSTERS_8_REP_12,10026,261494,12,32201370,0.998805,0.000311
CLUSTERS_8_REP_12,10310,261494,12,32201086,0.998837,0.00032
CLUSTERS_8_REP_12,10550,261494,12,32200846,0.998864,0.000328
CLUSTERS_8_REP_12,10706,261494,12,32200690,0.99888,0.000332
CLUSTERS_8_REP_12,10958,261494,12,32200438,0.998906,0.00034
CLUSTERS_8_REP_12,11064,261494,12,32200332,0.998917,0.000343
CLUSTERS_8_REP_12,11604,261490,16,32199792,0.998623,0.00036
CLUSTERS_8_REP_12,12000,261484,22,32199396,0.99817,0.000373
CLUSTERS_8_REP_12,12234,261484,22,32199162,0.998205,0.00038
CLUSTERS_8_REP_12,12438,261484,22,32198958,0.998234,0.000386
CLUSTERS_8_REP_12,12624,261484,22,32198772,0.99826,0.000392
CLUSTERS_8_REP_12,12738,261484,22,32198658,0.998276,0.000395
CLUSTERS_8_REP_12,12852,261484,22,32198544,0.998291,0.000399
CLUSTERS_8_REP_12,12958,261484,22,32198438,0.998305,0.000402
CLUSTERS_8_REP_12,13222,261484,22,32198174,0.998339,0.00041
CLUSTERS_8_REP_12,13728,261484,22,32197668,0.9984,0.000426
CLUSTERS_8_REP_12,14056,261484,22,32197340,0.998437,0.000436
CLUSTERS_8_REP_12,14250,261484,22,32197146,0.998459,0.000442
CLUSTERS_8_REP_12,14432,261484,22,32196964,0.998478,0.000448
CLUSTERS_8_REP_12,14578,261484,22,32196818,0.998493,0.000453
CLUSTERS_8_REP_12,14952,261484,22,32196444,0.998531,0.000464
CLUSTERS_8_REP_12,14996,261484,22,32196400,0.998535,0.000466
CLUSTERS_8_REP_12,15032,261484,22,32196364,0.998539,0.000467
CLUSTERS_8_REP_12,15542,261484,22,32195854,0.998586,0.000483
CLUSTERS_8_REP_12,15576,261484,22,32195820,0.99859,0.000484
CLUSTERS_8_REP_12,15858,261484,22,32195538,0.998615,0.000492
CLUSTERS_8_REP_12,15878,261484,22,32195518,0.998616,0.000493
CLUSTERS_8_REP_12,16080,261484,22,32195316,0.998634,0.000499
CLUSTERS_8_REP_12,16414,261484,22,32194982,0.998661,0.00051
CLUSTERS_8_REP_12,16522,261484,22,32194874,0.99867,0.000513
CLUSTERS_8_REP_12,16530,261484,22,32194866,0.998671,0.000513
CLUSTERS_8_REP_12,16608,261484,22,32194788,0.998677,0.000516
CLUSTERS_8_REP_12,16608,261484,22,32194788,0.998677,0.000516
CLUSTERS_8_REP_12,16718,261484,22,32194678,0.998686,0.000519
CLUSTERS_8_REP_12,16956,261484,22,32194440,0.998704,0.000526
CLUSTERS_8_REP_12,17174,261466,40,32194222,0.997676,0.000533
CLUSTERS_8_REP_12,17294,261466,40,32194102,0.997692,0.000537
CLUSTERS_8_REP_12,17544,261456,50,32193852,0.997158,0.000545
CLUSTERS_8_REP_12,17774,261456,50,32193622,0.997195,0.000552
CLUSTERS_8_REP_12,18016,261456,50,32193380,0.997232,0.000559
CLUSTERS_8_REP_12,18002,261416,90,32193394,0.995025,0.000559
CLUSTERS_8_REP_12,18258,261416,90,32193138,0.995095,0.000567
CLUSTERS_8_REP_12,18500,261416,90,32192896,0.995159,0.000574
CLUSTERS_8_REP_12,18646,261416,90,32192750,0.995196,0.000579
CLUSTERS_8_REP_12,18952,261416,90,32192444,0.995274,0.000588
CLUSTERS_8_REP_12,19074,261416,90,32192322,0.995304,0.000592
CLUSTERS_8_REP_12,19262,261416,90,32192134,0.995349,0.000598
CLUSTERS_8_REP_12,19332,261416,90,32192064,0.995366,0.0006
CLUSTERS_8_REP_12,19410,261416,90,32191986,0.995385,0.000603
CLUSTERS_8_REP_12,19622,261416,90,32191774,0.995434,0.000609
CLUSTERS_8_REP_12,19680,261416,90,32191716,0.995448,0.000611
CLUSTERS_8_REP_12,19730,261416,90,32191666,0.995459,0.000613
CLUSTERS_8_REP_12,20014,261416,90,32191382,0.995523,0.000621
CLUSTERS_8_REP_12,19842,261416,90,32191554,0.995485,0.000616
CLUSTERS_8_REP_12,20028,261416,90,32191368,0.995526,0.000622
CLUSTERS_8_REP_12,20078,261416,90,32191318,0.995537,0.000623
CLUSTERS_8_REP_12,20180,261416,90,32191216,0.99556,0.000626
CLUSTERS_8_REP_12,20480,261416,90,32190916,0.995625,0.000636
CLUSTERS_8_REP_12,20548,261416,90,32190848,0.995639,0.000638
CLUSTERS_8_REP_12,20562,261416,90,32190834,0.995642,0.000638
CLUSTERS_8_REP_12,20546,261416,90,32190850,0.995639,0.000638
CLUSTERS_8_REP_12,20700,261416,90,32190696,0.995671,0.000643
CLUSTERS_8_REP_12,20904,261416,90,32190492,0.995713,0.000649
CLUSTERS_8_REP_12,20898,261416,90,32190498,0.995712,0.000649
CLUSTERS_8_REP_12,20866,261416,90,32190530,0.995705,0.000648
CLUSTERS_8_REP_12,20968,261416,90,32190428,0.995726,0.000651
CLUSTERS_8_REP_12,21306,261416,90,32190090,0.995794,0.000661
CLUSTERS_8_REP_12,21418,261416,90,32189978,0.995816,0.000665
CLUSTERS_8_REP_12,21602,261416,90,32189794,0.995851,0.000671
CLUSTERS_8_REP_12,21618,261416,90,32189778,0.995854,0.000671
CLUSTERS_8_REP_12,21652,261416,90,32189744,0.995861,0.000672
CLUSTERS_8_REP_12,21770,261416,90,32189626,0.995883,0.000676
CLUSTERS_8_REP_12,21910,261416,90,32189486,0.995909,0.00068
CLUSTERS_8_REP_12,21824,261416,90,32189572,0.995893,0.000678
CLUSTERS_8_REP_12,22134,261416,90,32189262,0.99595,0.000687
CLUSTERS_8_REP_12,22312,261416,90,32189084,0.995983,0.000693
CLUSTERS_8_REP_12,22530,261416,90,32188866,0.996021,0.000699
CLUSTERS_8_REP_12,22700,261416,90,32188696,0.996051,0.000705
CLUSTERS_8_REP_12,22810,261416,90,32188586,0.99607,0.000708
CLUSTERS_8_REP_12,23018,261416,90,32188378,0.996105,0.000715
CLUSTERS_8_REP_12,23230,261416,90,32188166,0.996141,0.000721
CLUSTERS_8_REP_12,23370,261416,90,32188026,0.996164,0.000726
CLUSTERS_8_REP_12,23746,261434,72,32187650,0.996977,0.000737
CLUSTERS_8_REP_12,23590,261434,72,32187806,0.996957,0.000732
CLUSTERS_8_REP_12,23652,261424,82,32187744,0.996545,0.000734
CLUSTERS_8_REP_12,23674,261424,82,32187722,0.996548,0.000735
CLUSTERS_8_REP_12,23790,261424,82,32187606,0.996565,0.000739
CLUSTERS_8_REP_12,23830,261424,82,32187566,0.996571,0.00074
CLUSTERS_8_REP_12,23992,261424,82,32187404,0.996594,0.000745
CLUSTERS_8_REP_12,24090,261424,82,32187306,0.996608,0.000748
CLUSTERS_8_REP_12,24152,261424,82,32187244,0.996616,0.00075
CLUSTERS_8_REP_12,24168,261424,82,32187228,0.996619,0.00075
CLUSTERS_8_REP_12,24444,261424,82,32186952,0.996657,0.000759
CLUSTERS_8_REP_12,24396,261424,82,32187000,0.99665,0.000757
CLUSTERS_8_REP_12,24654,261424,82,32186742,0.996685,0.000765
CLUSTERS_8_REP_12,24620,261424,82,32186776,0.99668,0.000764
CLUSTERS_8_REP_12,25016,261424,82,32186380,0.996733,0.000777
CLUSTERS_8_REP_12,25052,261424,82,32186344,0.996737,0.000778
CLUSTERS_8_REP_12,25052,261424,82,32186344,0.996737,0.000778
CLUSTERS_8_REP_12,25476,261424,82,32185920,0.996792,0.000791
CLUSTERS_8_REP_12,25546,261424,82,32185850,0.9968,0.000793
CLUSTERS_8_REP_12,25546,261424,82,32185850,0.9968,0.000793
CLUSTERS_8_REP_12,25588,261424,82,32185808,0.996806,0.000794
CLUSTERS_8_REP_12,25688,261424,82,32185708,0.996818,0.000797
CLUSTERS_8_REP_12,25768,261424,82,32185628,0.996828,0.0008
CLUSTERS_8_REP_12,26010,261424,82,32185386,0.996857,0.000807
CLUSTERS_8_REP_12,26134,261424,82,32185262,0.996872,0.000811
CLUSTERS_8_REP_12,26282,261424,82,32185114,0.99689,0.000816
CLUSTERS_8_REP_12,26258,261424,82,32185138,0.996887,0.000815
CLUSTERS_8_REP_12,26178,261424,82,32185218,0.996877,0.000813
CLUSTERS_8_REP_12,26150,261424,82,32185246,0.996874,0.000812
CLUSTERS_8_REP_12,26652,261424,82,32184744,0.996933,0.000827
CLUSTERS_8_REP_12,26680,261424,82,32184716,0.996936,0.000828
CLUSTERS_8_REP_12,26644,261424,82,32184752,0.996932,0.000827
CLUSTERS_8_REP_12,26658,261424,82,32184738,0.996933,0.000828
CLUSTERS_8_REP_12,26770,261424,82,32184626,0.996946,0.000831
CLUSTERS_8_REP_12,26910,261424,82,32184486,0.996962,0.000835
CLUSTERS_8_REP_12,27022,261424,82,32184374,0.996975,0.000839
CLUSTERS_8_REP_12,26990,261424,82,32184406,0.996971,0.000838
CLUSTERS_8_REP_12,27260,261424,82,32184136,0.997001,0.000846
CLUSTERS_8_REP_12,27414,261424,82,32183982,0.997018,0.000851
CLUSTERS_8_REP_12,27400,261424,82,32183996,0.997016,0.000851
CLUSTERS_8_REP_12,27562,261424,82,32183834,0.997034,0.000856
CLUSTERS_8_REP_12,27558,261424,82,32183838,0.997033,0.000856
CLUSTERS_8_REP_12,27626,261424,82,32183770,0.997041,0.000858
CLUSTERS_8_REP_12,27650,261424,82,32183746,0.997043,0.000858
CLUSTERS_8_REP_12,27814,261424,82,32183582,0.997061,0.000863
CLUSTERS_8_REP_12,27850,261424,82,32183546,0.997064,0.000865
CLUSTERS_8_REP_12,27982,261424,82,32183414,0.997078,0.000869
CLUSTERS_8_REP_12,27874,261424,82,32183522,0.997067,0.000865
CLUSTERS_8_REP_12,28040,261424,82,32183356,0.997084,0.00087
CLUSTERS_8_REP_12,28152,261424,82,32183244,0.997096,0.000874
CLUSTERS_8_REP_12,28170,261424,82,32183226,0.997098,0.000875
CLUSTERS_8_REP_12,28120,261424,82,32183276,0.997092,0.000873
CLUSTERS_8_REP_12,28158,261424,82,32183238,0.997096,0.000874
CLUSTERS_8_REP_12,28280,261424,82,32183116,0.997109,0.000878
CLUSTERS_8_REP_12,28114,261424,82,32183282,0.997092,0.000873
CLUSTERS_8_REP_12,28186,261424,82,32183210,0.997099,0.000875
CLUSTERS_8_REP_12,28122,261424,82,32183274,0.997093,0.000873
CLUSTERS_8_REP_12,28236,261424,82,32183160,0.997104,0.000877
CLUSTERS_8_REP_12,28376,261424,82,32183020,0.997119,0.000881
CLUSTERS_8_REP_12,28440,261424,82,32182956,0.997125,0.000883
CLUSTERS_8_REP_12,28436,261424,82,32182960,0.997125,0.000883
CLUSTERS_8_REP_12,28702,261424,82,32182694,0.997151,0.000891
CLUSTERS_8_REP_12,28678,261424,82,32182718,0.997149,0.00089
CLUSTERS_8_REP_12,28562,261424,82,32182834,0.997137,0.000887
CLUSTERS_8_REP_12,28732,261424,82,32182664,0.997154,0.000892
CLUSTERS_8_REP_12,28714,261424,82,32182682,0.997152,0.000891
CLUSTERS_8_REP_12,28806,261424,82,32182590,0.997161,0.000894
CLUSTERS_8_REP_12,28860,261424,82,32182536,0.997167,0.000896
CLUSTERS_8_REP_12,28938,261424,82,32182458,0.997174,0.000898
CLUSTERS_8_REP_12,29260,261424,82,32182136,0.997205,0.000908
CLUSTERS_8_REP_12,29736,261424,82,32181660,0.99725,0.000923
CLUSTERS_8_REP_12,30030,261424,82,32181366,0.997277,0.000932
CLUSTERS_8_REP_12,30130,261424,82,32181266,0.997286,0.000935
CLUSTERS_8_REP_12,30212,261424,82,32181184,0.997293,0.000938
CLUSTERS_8_REP_12,30028,261424,82,32181368,0.997277,0.000932
CLUSTERS_8_REP_12,30236,261424,82,32181160,0.997295,0.000939
CLUSTERS_8_REP_12,30314,261424,82,32181082,0.997302,0.000941
CLUSTERS_8_REP_12,30102,261424,82,32181294,0.997283,0.000935
CLUSTERS_8_REP_12,30146,261424,82,32181250,0.997287,0.000936
CLUSTERS_8_REP_12,30200,261424,82,32181196,0.997292,0.000938
CLUSTERS_8_REP_12,30568,261424,82,32180828,0.997325,0.000949
CLUSTERS_8_REP_12,30624,261424,82,32180772,0.99733,0.000951
CLUSTERS_8_REP_12,30688,261424,82,32180708,0.997335,0.000953
CLUSTERS_8_REP_12,30822,261424,82,32180574,0.997347,0.000957
CLUSTERS_8_REP_12,30900,261424,82,32180496,0.997353,0.000959
CLUSTERS_8_REP_12,30878,261424,82,32180518,0.997351,0.000959
CLUSTERS_8_REP_12,30986,261424,82,32180410,0.997361,0.000962
CLUSTERS_8_REP_12,31154,261424,82,32180242,0.997375,0.000967
CLUSTERS_8_REP_12,31286,261424,82,32180110,0.997386,0.000971
CLUSTERS_8_REP_12,31298,261424,82,32180098,0.997387,0.000972
CLUSTERS_8_REP_12,31430,261424,82,32179966,0.997398,0.000976
CLUSTERS_8_REP_12,31634,261424,82,32179762,0.997415,0.000982
CLUSTERS_8_REP_12,31856,261424,82,32179540,0.997433,0.000989
CLUSTERS_8_REP_12,31846,261424,82,32179550,0.997432,0.000989
CLUSTERS_8_REP_12,31898,261424,82,32179498,0.997436,0.00099
CLUSTERS_8_REP_12,31812,261424,82,32179584,0.997429,0.000988
CLUSTERS_8_REP_12,31870,261424,82,32179526,0.997434,0.000989
CLUSTERS_8_REP_12,32066,261424,82,32179330,0.997449,0.000995
CLUSTERS_8_REP_12,32070,261424,82,32179326,0.99745,0.000996
CLUSTERS_8_REP_12,32094,261424,82,32179302,0.997452,0.000996
CLUSTERS_8_REP_12,32284,261424,82,32179112,0.997466,0.001002
CLUSTERS_8_REP_12,32584,261424,82,32178812,0.99749,0.001012
CLUSTERS_8_REP_12,32728,261424,82,32178668,0.997501,0.001016
CLUSTERS_8_REP_12,32956,261424,82,32178440,0.997518,0.001023
CLUSTERS_8_REP_12,33014,261424,82,32178382,0.997522,0.001025
CLUSTERS_8_REP_12,33054,261424,82,32178342,0.997525,0.001026
CLUSTERS_8_REP_12,32996,261424,82,32178400,0.997521,0.001024
CLUSTERS_8_REP_12,33224,261424,82,32178172,0.997538,0.001031
CLUSTERS_8_REP_12,33298,261424,82,32178098,0.997543,0.001034
CLUSTERS_8_REP_12,33384,261424,82,32178012,0.99755,0.001036
CLUSTERS_8_REP_12,33672,261424,82,32177724,0.997571,0.001045
CLUSTERS_8_REP_12,33772,261424,82,32177624,0.997578,0.001048
CLUSTERS_8_REP_12,33836,261424,82,32177560,0.997582,0.00105
CLUSTERS_8_REP_12,33896,261424,82,32177500,0.997587,0.001052
CLUSTERS_8_REP_12,33938,261424,82,32177458,0.99759,0.001054
CLUSTERS_8_REP_12,33958,261424,82,32177438,0.997591,0.001054
CLUSTERS_8_REP_12,33928,261424,82,32177468,0.997589,0.001053
CLUSTERS_8_REP_12,34148,261424,82,32177248,0.997604,0.00106
CLUSTERS_8_REP_12,34242,261424,82,32177154,0.997611,0.001063
CLUSTERS_8_REP_12,34096,261424,82,32177300,0.997601,0.001059
CLUSTERS_8_REP_12,34154,261424,82,32177242,0.997605,0.00106
CLUSTERS_8_REP_12,34196,261424,82,32177200,0.997608,0.001062
CLUSTERS_8_REP_12,34260,261424,82,32177136,0.997612,0.001064
CLUSTERS_8_REP_12,34226,261424,82,32177170,0.99761,0.001063
CLUSTERS_8_REP_12,34382,261424,82,32177014,0.997621,0.001067
CLUSTERS_8_REP_12,34552,261424,82,32176844,0.997632,0.001073
CLUSTERS_8_REP_12,34572,261424,82,32176824,0.997634,0.001073
CLUSTERS_8_REP_12,34622,261424,82,32176774,0.997637,0.001075
CLUSTERS_8_REP_12,34868,261424,82,32176528,0.997654,0.001082
CLUSTERS_8_REP_12,34586,261424,82,32176810,0.997635,0.001074
CLUSTERS_8_REP_12,34624,261424,82,32176772,0.997637,0.001075
CLUSTERS_8_REP_12,34648,261424,82,32176748,0.997639,0.001076
CLUSTERS_8_REP_12,34912,261424,82,32176484,0.997657,0.001084
CLUSTERS_8_REP_12,35004,261424,82,32176392,0.997663,0.001087
CLUSTERS_8_REP_12,34982,261424,82,32176414,0.997661,0.001086
CLUSTERS_8_REP_12,35222,261424,82,32176174,0.997677,0.001093
CLUSTERS_8_REP_12,35480,261424,82,32175916,0.997694,0.001101
CLUSTERS_8_REP_12,35552,261424,82,32175844,0.997699,0.001104
CLUSTERS_8_REP_12,35604,261424,82,32175792,0.997702,0.001105
CLUSTERS_8_REP_12,35616,261424,82,32175780,0.997703,0.001106
CLUSTERS_8_REP_12,35636,261424,82,32175760,0.997704,0.001106
CLUSTERS_8_REP_12,35616,261424,82,32175780,0.997703,0.001106
CLUSTERS_8_REP_12,35698,261424,82,32175698,0.997708,0.001108
CLUSTERS_8_REP_12,35784,261424,82,32175612,0.997714,0.001111
CLUSTERS_8_REP_12,35978,261424,82,32175418,0.997726,0.001117
CLUSTERS_8_REP_12,36104,261424,82,32175292,0.997734,0.001121
CLUSTERS_8_REP_12,36336,261424,82,32175060,0.997748,0.001128
CLUSTERS_8_REP_12,36298,261424,82,32175098,0.997746,0.001127
CLUSTERS_8_REP_12,36374,261424,82,32175022,0.997751,0.001129
CLUSTERS_8_REP_12,36464,261424,82,32174932,0.997756,0.001132
CLUSTERS_8_REP_12,36384,261424,82,32175012,0.997751,0.00113
CLUSTERS_8_REP_12,36428,261424,82,32174968,0.997754,0.001131
CLUSTERS_8_REP_12,36514,261424,82,32174882,0.997759,0.001134
CLUSTERS_8_REP_12,36634,261424,82,32174762,0.997767,0.001137
CLUSTERS_8_REP_12,36766,261424,82,32174630,0.997775,0.001141
CLUSTERS_8_REP_12,36858,261424,82,32174538,0.99778,0.001144
CLUSTERS_8_REP_12,37042,261424,82,32174354,0.997791,0.00115
CLUSTERS_8_REP_12,37178,261424,82,32174218,0.997799,0.001154
CLUSTERS_8_REP_12,37254,261424,82,32174142,0.997804,0.001157
CLUSTERS_8_REP_12,37318,261424,82,32174078,0.997807,0.001159
CLUSTERS_8_REP_12,37274,261424,82,32174122,0.997805,0.001157
CLUSTERS_8_REP_12,37364,261424,82,32174032,0.99781,0.00116
CLUSTERS_8_REP_12,37350,261424,82,32174046,0.997809,0.00116
CLUSTERS_8_REP_12,37460,261424,82,32173936,0.997816,0.001163
CLUSTERS_8_REP_12,37508,261424,82,32173888,0.997819,0.001164
CLUSTERS_8_REP_12,37646,261424,82,32173750,0.997827,0.001169
CLUSTERS_8_REP_12,37700,261424,82,32173696,0.99783,0.00117
CLUSTERS_8_REP_12,37596,261424,82,32173800,0.997824,0.001167
CLUSTERS_8_REP_12,37728,261424,82,32173668,0.997831,0.001171
CLUSTERS_8_REP_12,37782,261424,82,32173614,0.997834,0.001173
CLUSTERS_8_REP_12,37508,261424,82,32173888,0.997819,0.001164
CLUSTERS_8_REP_12,37624,261424,82,32173772,0.997825,0.001168
CLUSTERS_8_REP_12,37950,261424,82,32173446,0.997844,0.001178
CLUSTERS_8_REP_12,38038,261424,82,32173358,0.997849,0.001181
CLUSTERS_8_REP_12,38206,261424,82,32173190,0.997858,0.001186
CLUSTERS_8_REP_12,38396,261424,82,32173000,0.997869,0.001192
CLUSTERS_8_REP_12,38472,261424,82,32172924,0.997873,0.001194
CLUSTERS_8_REP_12,38526,261424,82,32172870,0.997876,0.001196
CLUSTERS_8_REP_12,38580,261424,82,32172816,0.997879,0.001198
CLUSTERS_8_REP_12,38688,261424,82,32172708,0.997885,0.001201
CLUSTERS_8_REP_12,38844,261424,82,32172552,0.997893,0.001206
CLUSTERS_8_REP_12,38966,261424,82,32172430,0.9979,0.00121
CLUSTERS_8_REP_12,39054,261424,82,32172342,0.997905,0.001212
CLUSTERS_8_REP_12,39200,261424,82,32172196,0.997913,0.001217
CLUSTERS_8_REP_12,39198,261424,82,32172198,0.997912,0.001217
CLUSTERS_8_REP_12,39606,261424,82,32171790,0.997934,0.00123
CLUSTERS_8_REP_12,39860,261424,82,32171536,0.997947,0.001237
CLUSTERS_8_REP_12,39950,261424,82,32171446,0.997952,0.00124
CLUSTERS_8_REP_12,40058,261424,82,32171338,0.997957,0.001244
CLUSTERS_8_REP_12,40194,261332,174,32171202,0.99569,0.001248
CLUSTERS_8_REP_12,40154,261332,174,32171242,0.995685,0.001247
CLUSTERS_8_REP_12,40212,261332,174,32171184,0.995692,0.001248
CLUSTERS_8_REP_12,40258,261332,174,32171138,0.995696,0.00125
CLUSTERS_8_REP_12,40422,261332,174,32170974,0.995714,0.001255
CLUSTERS_8_REP_12,40320,261332,174,32171076,0.995703,0.001252
CLUSTERS_8_REP_12,40538,261332,174,32170858,0.995726,0.001258
CLUSTERS_8_REP_12,40026,261332,174,32171370,0.995672,0.001243
CLUSTERS_8_REP_12,40374,261332,174,32171022,0.995709,0.001253
CLUSTERS_8_REP_12,40828,261332,174,32170568,0.995756,0.001268
CLUSTERS_8_REP_12,40882,261332,174,32170514,0.995762,0.001269
CLUSTERS_8_REP_12,40658,261332,174,32170738,0.995739,0.001262
CLUSTERS_8_REP_12,40712,261332,174,32170684,0.995744,0.001264
CLUSTERS_8_REP_12,40782,261332,174,32170614,0.995752,0.001266
CLUSTERS_8_REP_12,40882,261332,174,32170514,0.995762,0.001269
CLUSTERS_8_REP_12,41182,261332,174,32170214,0.995793,0.001278
CLUSTERS_8_REP_12,41232,261332,174,32170164,0.995798,0.00128
CLUSTERS_8_REP_12,41378,261332,174,32170018,0.995812,0.001285
CLUSTERS_8_REP_12,41472,261332,174,32169924,0.995822,0.001287
CLUSTERS_8_REP_12,41884,261332,174,32169512,0.995863,0.0013
CLUSTERS_8_REP_12,42764,261332,174,32168632,0.995948,0.001328
CLUSTERS_8_REP_12,42658,261332,174,32168738,0.995938,0.001324
CLUSTERS_8_REP_12,42768,261332,174,32168628,0.995948,0.001328
CLUSTERS_8_REP_12,42822,261332,174,32168574,0.995953,0.001329
CLUSTERS_8_REP_12,42872,261332,174,32168524,0.995958,0.001331
CLUSTERS_8_REP_12,42956,261332,174,32168440,0.995966,0.001334
CLUSTERS_8_REP_12,43074,261332,174,32168322,0.995977,0.001337
CLUSTERS_8_REP_12,43192,261332,174,32168204,0.995988,0.001341
CLUSTERS_8_REP_12,43356,261332,174,32168040,0.996003,0.001346
CLUSTERS_8_REP_12,43834,261332,174,32167562,0.996046,0.001361
CLUSTERS_8_REP_12,43910,261332,174,32167486,0.996053,0.001363
CLUSTERS_8_REP_12,44138,261332,174,32167258,0.996073,0.00137
CLUSTERS_8_REP_12,44144,261332,174,32167252,0.996074,0.00137
CLUSTERS_8_REP_12,44232,261332,174,32167164,0.996082,0.001373
CLUSTERS_8_REP_12,44314,261332,174,32167082,0.996089,0.001376
CLUSTERS_8_REP_12,44574,261332,174,32166822,0.996112,0.001384
CLUSTERS_8_REP_12,44304,261332,174,32167092,0.996088,0.001375
CLUSTERS_8_REP_12,44264,261332,174,32167132,0.996084,0.001374
CLUSTERS_8_REP_12,44110,261332,174,32167286,0.996071,0.001369
CLUSTERS_8_REP_12,44544,261332,174,32166852,0.996109,0.001383
CLUSTERS_8_REP_12,44622,261332,174,32166774,0.996116,0.001385
CLUSTERS_8_REP_12,44692,261332,174,32166704,0.996122,0.001387
CLUSTERS_8_REP_12,44740,261332,174,32166656,0.996126,0.001389
CLUSTERS_8_REP_12,45086,261332,174,32166310,0.996156,0.0014
CLUSTERS_8_REP_12,45260,261332,174,32166136,0.99617,0.001405
