Rep,TP,TN,FP,FN,Precision,Recall
CLUSTERS_8_REP_1,0,1332762,0,72635838,1,0
CLUSTERS_8_REP_1,2,1332762,0,72635836,1,0
CLUSTERS_8_REP_1,6,1332762,0,72635832,1,0
CLUSTERS_8_REP_1,10,1332762,0,72635828,1,0
CLUSTERS_8_REP_1,16,1332762,0,72635822,1,0
CLUSTERS_8_REP_1,18,1332762,0,72635820,1,0
CLUSTERS_8_REP_1,22,1332762,0,72635816,1,0
CLUSTERS_8_REP_1,26,1332762,0,72635812,1,0
CLUSTERS_8_REP_1,38,1332762,0,72635800,1,1e-06
CLUSTERS_8_REP_1,50,1332762,0,72635788,1,1e-06
CLUSTERS_8_REP_1,52,1332762,0,72635786,1,1e-06
CLUSTERS_8_REP_1,54,1332762,0,72635784,1,1e-06
CLUSTERS_8_REP_1,56,1332762,0,72635782,1,1e-06
CLUSTERS_8_REP_1,64,1332762,0,72635774,1,1e-06
CLUSTERS_8_REP_1,68,1332762,0,72635770,1,1e-06
CLUSTERS_8_REP_1,92,1332762,0,72635746,1,1e-06
CLUSTERS_8_REP_1,96,1332762,0,72635742,1,1e-06
CLUSTERS_8_REP_1,112,1332762,0,72635726,1,2e-06
CLUSTERS_8_REP_1,134,1332762,0,72635704,1,2e-06
CLUSTERS_8_REP_1,144,1332762,0,72635694,1,2e-06
CLUSTERS_8_REP_1,150,1332762,0,72635688,1,2e-06
CLUSTERS_8_REP_1,164,1332762,0,72635674,1,2e-06
CLUSTERS_8_REP_1,206,1332762,0,72635632,1,3e-06
CLUSTERS_8_REP_1,252,1332762,0,72635586,1,3e-06
CLUSTERS_8_REP_1,278,1332762,0,72635560,1,4e-06
CLUSTERS_8_REP_1,300,1332762,0,72635538,1,4e-06
CLUSTERS_8_REP_1,382,1332762,0,72635456,1,5e-06
CLUSTERS_8_REP_1,432,1332762,0,72635406,1,6e-06
CLUSTERS_8_REP_1,488,1332762,0,72635350,1,7e-06
CLUSTERS_8_REP_1,588,1332762,0,72635250,1,8e-06
CLUSTERS_8_REP_1,686,1332762,0,72635152,1,9e-06
CLUSTERS_8_REP_1,770,1332762,0,72635068,1,1.1e-05
CLUSTERS_8_REP_1,838,1332756,6,72635000,0.992891,1.2e-05
CLUSTERS_8_REP_1,1024,1332760,2,72634814,0.998051,1.4e-05
CLUSTERS_8_REP_1,1118,1332760,2,72634720,0.998214,1.5e-05
CLUSTERS_8_REP_1,1296,1332760,2,72634542,0.998459,1.8e-05
CLUSTERS_8_REP_1,1458,1332760,2,72634380,0.99863,2e-05
CLUSTERS_8_REP_1,1584,1332760,2,72634254,0.998739,2.2e-05
CLUSTERS_8_REP_1,1806,1332760,2,72634032,0.998894,2.5e-05
CLUSTERS_8_REP_1,2074,1332760,2,72633764,0.999037,2.9e-05
CLUSTERS_8_REP_1,2320,1332750,12,72633518,0.994854,3.2e-05
CLUSTERS_8_REP_1,2508,1332750,12,72633330,0.995238,3.5e-05
CLUSTERS_8_REP_1,2680,1332760,2,72633158,0.999254,3.7e-05
CLUSTERS_8_REP_1,2956,1332760,2,72632882,0.999324,4.1e-05
CLUSTERS_8_REP_1,3204,1332744,18,72632634,0.994413,4.4e-05
CLUSTERS_8_REP_1,3460,1332746,16,72632378,0.995397,4.8e-05
CLUSTERS_8_REP_1,3910,1332738,24,72631928,0.993899,5.4e-05
CLUSTERS_8_REP_1,4208,1332738,24,72631630,0.994329,5.8e-05
CLUSTERS_8_REP_1,4492,1332738,24,72631346,0.994686,6.2e-05
CLUSTERS_8_REP_1,4914,1332760,2,72630924,0.999593,6.8e-05
CLUSTERS_8_REP_1,5378,1332748,14,72630460,0.997404,7.4e-05
CLUSTERS_8_REP_1,5720,1332760,2,72630118,0.99965,7.9e-05
CLUSTERS_8_REP_1,6204,1332758,4,72629634,0.999356,8.5e-05
CLUSTERS_8_REP_1,6556,1332758,4,72629282,0.99939,9e-05
CLUSTERS_8_REP_1,7092,1332754,8,72628746,0.998873,9.8e-05
CLUSTERS_8_REP_1,7598,1332754,8,72628240,0.998948,0.000105
CLUSTERS_8_REP_1,8088,1332754,8,72627750,0.999012,0.000111
CLUSTERS_8_REP_1,8642,1332712,50,72627196,0.994248,0.000119
CLUSTERS_8_REP_1,9132,1332712,50,72626706,0.994555,0.000126
CLUSTERS_8_REP_1,9568,1332712,50,72626270,0.994801,0.000132
CLUSTERS_8_REP_1,9882,1332736,26,72625956,0.997376,0.000136
CLUSTERS_8_REP_1,10434,1332734,28,72625404,0.997324,0.000144
CLUSTERS_8_REP_1,11012,1332748,14,72624826,0.99873,0.000152
CLUSTERS_8_REP_1,11462,1332752,10,72624376,0.999128,0.000158
CLUSTERS_8_REP_1,11942,1332752,10,72623896,0.999163,0.000164
CLUSTERS_8_REP_1,12354,1332752,10,72623484,0.999191,0.00017
CLUSTERS_8_REP_1,12752,1332720,42,72623086,0.996717,0.000176
CLUSTERS_8_REP_1,13116,1332720,42,72622722,0.996808,0.000181
CLUSTERS_8_REP_1,13622,1332748,14,72622216,0.998973,0.000188
CLUSTERS_8_REP_1,13794,1332752,10,72622044,0.999276,0.00019
CLUSTERS_8_REP_1,14230,1332752,10,72621608,0.999298,0.000196
CLUSTERS_8_REP_1,14726,1332752,10,72621112,0.999321,0.000203
CLUSTERS_8_REP_1,15416,1332748,14,72620422,0.999093,0.000212
CLUSTERS_8_REP_1,15722,1332752,10,72620116,0.999364,0.000216
CLUSTERS_8_REP_1,16136,1332752,10,72619702,0.999381,0.000222
CLUSTERS_8_REP_1,16428,1332752,10,72619410,0.999392,0.000226
CLUSTERS_8_REP_1,16880,1332752,10,72618958,0.999408,0.000232
CLUSTERS_8_REP_1,17086,1332748,14,72618752,0.999181,0.000235
CLUSTERS_8_REP_1,17522,1332748,14,72618316,0.999202,0.000241
CLUSTERS_8_REP_1,18034,1332748,14,72617804,0.999224,0.000248
CLUSTERS_8_REP_1,18228,1332720,42,72617610,0.997701,0.000251
CLUSTERS_8_REP_1,18704,1332720,42,72617134,0.99776,0.000258
CLUSTERS_8_REP_1,18910,1332720,42,72616928,0.997784,0.00026
CLUSTERS_8_REP_1,19416,1332720,42,72616422,0.997842,0.000267
CLUSTERS_8_REP_1,19574,1332720,42,72616264,0.997859,0.000269
CLUSTERS_8_REP_1,19948,1332720,42,72615890,0.997899,0.000275
CLUSTERS_8_REP_1,20488,1332720,42,72615350,0.997954,0.000282
CLUSTERS_8_REP_1,20554,1332752,10,72615284,0.999514,0.000283
CLUSTERS_8_REP_1,20628,1332752,10,72615210,0.999515,0.000284
CLUSTERS_8_REP_1,21158,1332740,22,72614680,0.998961,0.000291
CLUSTERS_8_REP_1,21762,1332740,22,72614076,0.99899,0.0003
CLUSTERS_8_REP_1,21954,1332740,22,72613884,0.998999,0.000302
CLUSTERS_8_REP_1,22118,1332736,26,72613720,0.998826,0.000305
CLUSTERS_8_REP_1,22226,1332736,26,72613612,0.998832,0.000306
CLUSTERS_8_REP_1,22826,1332736,26,72613012,0.998862,0.000314
CLUSTERS_8_REP_1,22950,1332736,26,72612888,0.998868,0.000316
CLUSTERS_8_REP_1,23058,1332740,22,72612780,0.999047,0.000317
CLUSTERS_8_REP_1,23280,1332740,22,72612558,0.999056,0.000321
CLUSTERS_8_REP_1,23456,1332740,22,72612382,0.999063,0.000323
CLUSTERS_8_REP_1,23628,1332740,22,72612210,0.99907,0.000325
CLUSTERS_8_REP_1,23822,1332740,22,72612016,0.999077,0.000328
CLUSTERS_8_REP_1,24176,1332740,22,72611662,0.999091,0.000333
CLUSTERS_8_REP_1,24106,1332736,26,72611732,0.998923,0.000332
CLUSTERS_8_REP_1,24166,1332736,26,72611672,0.998925,0.000333
CLUSTERS_8_REP_1,24472,1332740,22,72611366,0.999102,0.000337
CLUSTERS_8_REP_1,24388,1332740,22,72611450,0.999099,0.000336
CLUSTERS_8_REP_1,24708,1332740,22,72611130,0.99911,0.00034
CLUSTERS_8_REP_1,24870,1332736,26,72610968,0.998956,0.000342
CLUSTERS_8_REP_1,25256,1332736,26,72610582,0.998972,0.000348
CLUSTERS_8_REP_1,25594,1332736,26,72610244,0.998985,0.000352
CLUSTERS_8_REP_1,25602,1332736,26,72610236,0.998985,0.000352
CLUSTERS_8_REP_1,25680,1332736,26,72610158,0.998989,0.000354
CLUSTERS_8_REP_1,26160,1332736,26,72609678,0.999007,0.00036
CLUSTERS_8_REP_1,26370,1332736,26,72609468,0.999015,0.000363
CLUSTERS_8_REP_1,26866,1332736,26,72608972,0.999033,0.00037
CLUSTERS_8_REP_1,26948,1332736,26,72608890,0.999036,0.000371
CLUSTERS_8_REP_1,27224,1332736,26,72608614,0.999046,0.000375
CLUSTERS_8_REP_1,27478,1332736,26,72608360,0.999055,0.000378
CLUSTERS_8_REP_1,27836,1332736,26,72608002,0.999067,0.000383
CLUSTERS_8_REP_1,28128,1332736,26,72607710,0.999077,0.000387
CLUSTERS_8_REP_1,28304,1332736,26,72607534,0.999082,0.00039
CLUSTERS_8_REP_1,28326,1332736,26,72607512,0.999083,0.00039
CLUSTERS_8_REP_1,28944,1332736,26,72606894,0.999103,0.000398
CLUSTERS_8_REP_1,29154,1332736,26,72606684,0.999109,0.000401
CLUSTERS_8_REP_1,29164,1332736,26,72606674,0.999109,0.000402
CLUSTERS_8_REP_1,29122,1332736,26,72606716,0.999108,0.000401
CLUSTERS_8_REP_1,29430,1332732,30,72606408,0.998982,0.000405
CLUSTERS_8_REP_1,29658,1332732,30,72606180,0.998989,0.000408
CLUSTERS_8_REP_1,29920,1332732,30,72605918,0.998998,0.000412
CLUSTERS_8_REP_1,30158,1332732,30,72605680,0.999006,0.000415
CLUSTERS_8_REP_1,30480,1332732,30,72605358,0.999017,0.00042
CLUSTERS_8_REP_1,30530,1332732,30,72605308,0.999018,0.00042
CLUSTERS_8_REP_1,30588,1332732,30,72605250,0.99902,0.000421
CLUSTERS_8_REP_1,30782,1332732,30,72605056,0.999026,0.000424
CLUSTERS_8_REP_1,31028,1332732,30,72604810,0.999034,0.000427
CLUSTERS_8_REP_1,31064,1332732,30,72604774,0.999035,0.000428
CLUSTERS_8_REP_1,31178,1332732,30,72604660,0.999039,0.000429
CLUSTERS_8_REP_1,31530,1332732,30,72604308,0.999049,0.000434
CLUSTERS_8_REP_1,31400,1332732,30,72604438,0.999045,0.000432
CLUSTERS_8_REP_1,31506,1332732,30,72604332,0.999049,0.000434
CLUSTERS_8_REP_1,31766,1332732,30,72604072,0.999056,0.000437
CLUSTERS_8_REP_1,31954,1332732,30,72603884,0.999062,0.00044
CLUSTERS_8_REP_1,31854,1332724,38,72603984,0.998808,0.000439
CLUSTERS_8_REP_1,32090,1332720,42,72603748,0.998693,0.000442
CLUSTERS_8_REP_1,32138,1332720,42,72603700,0.998695,0.000442
CLUSTERS_8_REP_1,32170,1332720,42,72603668,0.998696,0.000443
CLUSTERS_8_REP_1,32520,1332720,42,72603318,0.99871,0.000448
CLUSTERS_8_REP_1,32762,1332720,42,72603076,0.99872,0.000451
CLUSTERS_8_REP_1,32928,1332720,42,72602910,0.998726,0.000453
CLUSTERS_8_REP_1,32922,1332720,42,72602916,0.998726,0.000453
CLUSTERS_8_REP_1,33064,1332724,38,72602774,0.998852,0.000455
CLUSTERS_8_REP_1,33090,1332724,38,72602748,0.998853,0.000456
CLUSTERS_8_REP_1,33258,1332724,38,72602580,0.998859,0.000458
CLUSTERS_8_REP_1,33342,1332724,38,72602496,0.998862,0.000459
CLUSTERS_8_REP_1,33358,1332724,38,72602480,0.998862,0.000459
CLUSTERS_8_REP_1,33530,1332724,38,72602308,0.998868,0.000462
CLUSTERS_8_REP_1,33812,1332724,38,72602026,0.998877,0.000466
CLUSTERS_8_REP_1,34098,1332724,38,72601740,0.998887,0.000469
CLUSTERS_8_REP_1,34014,1332724,38,72601824,0.998884,0.000468
CLUSTERS_8_REP_1,34300,1332720,42,72601538,0.998777,0.000472
CLUSTERS_8_REP_1,34270,1332720,42,72601568,0.998776,0.000472
CLUSTERS_8_REP_1,34386,1332704,58,72601452,0.998316,0.000473
CLUSTERS_8_REP_1,34494,1332704,58,72601344,0.998321,0.000475
CLUSTERS_8_REP_1,34628,1332704,58,72601210,0.998328,0.000477
CLUSTERS_8_REP_1,34534,1332704,58,72601304,0.998323,0.000475
CLUSTERS_8_REP_1,34812,1332704,58,72601026,0.998337,0.000479
CLUSTERS_8_REP_1,34854,1332728,34,72600984,0.999025,0.00048
CLUSTERS_8_REP_1,34994,1332728,34,72600844,0.999029,0.000482
CLUSTERS_8_REP_1,35280,1332728,34,72600558,0.999037,0.000486
CLUSTERS_8_REP_1,35408,1332728,34,72600430,0.999041,0.000487
CLUSTERS_8_REP_1,35320,1332728,34,72600518,0.999038,0.000486
CLUSTERS_8_REP_1,35644,1332728,34,72600194,0.999047,0.000491
CLUSTERS_8_REP_1,35984,1332728,34,72599854,0.999056,0.000495
CLUSTERS_8_REP_1,36306,1332728,34,72599532,0.999064,0.0005
CLUSTERS_8_REP_1,36292,1332712,50,72599546,0.998624,0.0005
CLUSTERS_8_REP_1,36608,1332712,50,72599230,0.998636,0.000504
CLUSTERS_8_REP_1,36582,1332712,50,72599256,0.998635,0.000504
CLUSTERS_8_REP_1,36510,1332720,42,72599328,0.998851,0.000503
CLUSTERS_8_REP_1,36588,1332720,42,72599250,0.998853,0.000504
CLUSTERS_8_REP_1,36930,1332712,50,72598908,0.998648,0.000508
CLUSTERS_8_REP_1,36936,1332712,50,72598902,0.998648,0.000509
CLUSTERS_8_REP_1,37174,1332712,50,72598664,0.998657,0.000512
CLUSTERS_8_REP_1,37166,1332712,50,72598672,0.998656,0.000512
CLUSTERS_8_REP_1,37366,1332712,50,72598472,0.998664,0.000514
CLUSTERS_8_REP_1,37490,1332712,50,72598348,0.998668,0.000516
CLUSTERS_8_REP_1,37958,1332712,50,72597880,0.998684,0.000523
CLUSTERS_8_REP_1,37738,1332720,42,72598100,0.998888,0.00052
CLUSTERS_8_REP_1,37902,1332720,42,72597936,0.998893,0.000522
CLUSTERS_8_REP_1,38226,1332712,50,72597612,0.998694,0.000526
CLUSTERS_8_REP_1,38250,1332712,50,72597588,0.998695,0.000527
CLUSTERS_8_REP_1,38294,1332712,50,72597544,0.998696,0.000527
CLUSTERS_8_REP_1,38216,1332720,42,72597622,0.998902,0.000526
CLUSTERS_8_REP_1,38346,1332720,42,72597492,0.998906,0.000528
CLUSTERS_8_REP_1,38406,1332720,42,72597432,0.998908,0.000529
CLUSTERS_8_REP_1,38584,1332712,50,72597254,0.998706,0.000531
CLUSTERS_8_REP_1,38668,1332712,50,72597170,0.998709,0.000532
CLUSTERS_8_REP_1,38782,1332720,42,72597056,0.998918,0.000534
CLUSTERS_8_REP_1,38826,1332712,50,72597012,0.998714,0.000535
CLUSTERS_8_REP_1,39098,1332712,50,72596740,0.998723,0.000538
CLUSTERS_8_REP_1,39030,1332712,50,72596808,0.998721,0.000537
CLUSTERS_8_REP_1,39104,1332712,50,72596734,0.998723,0.000538
CLUSTERS_8_REP_1,39182,1332712,50,72596656,0.998726,0.000539
CLUSTERS_8_REP_1,39226,1332712,50,72596612,0.998727,0.00054
CLUSTERS_8_REP_1,39346,1332712,50,72596492,0.998731,0.000542
CLUSTERS_8_REP_1,39524,1332712,50,72596314,0.998737,0.000544
CLUSTERS_8_REP_1,40104,1332712,50,72595734,0.998755,0.000552
CLUSTERS_8_REP_1,40114,1332712,50,72595724,0.998755,0.000552
CLUSTERS_8_REP_1,40466,1332712,50,72595372,0.998766,0.000557
CLUSTERS_8_REP_1,40408,1332712,50,72595430,0.998764,0.000556
CLUSTERS_8_REP_1,40418,1332712,50,72595420,0.998764,0.000556
CLUSTERS_8_REP_1,40500,1332712,50,72595338,0.998767,0.000558
CLUSTERS_8_REP_1,40606,1332712,50,72595232,0.99877,0.000559
CLUSTERS_8_REP_1,40564,1332712,50,72595274,0.998769,0.000558
CLUSTERS_8_REP_1,40864,1332712,50,72594974,0.998778,0.000563
CLUSTERS_8_REP_1,41032,1332712,50,72594806,0.998783,0.000565
CLUSTERS_8_REP_1,41068,1332712,50,72594770,0.998784,0.000565
CLUSTERS_8_REP_1,41136,1332720,42,72594702,0.99898,0.000566
CLUSTERS_8_REP_1,41026,1332720,42,72594812,0.998977,0.000565
CLUSTERS_8_REP_1,41068,1332712,50,72594770,0.998784,0.000565
CLUSTERS_8_REP_1,41142,1332712,50,72594696,0.998786,0.000566
CLUSTERS_8_REP_1,41308,1332712,50,72594530,0.998791,0.000569
CLUSTERS_8_REP_1,41456,1332712,50,72594382,0.998795,0.000571
CLUSTERS_8_REP_1,41562,1332712,50,72594276,0.998798,0.000572
CLUSTERS_8_REP_1,41766,1332712,50,72594072,0.998804,0.000575
CLUSTERS_8_REP_1,42014,1332712,50,72593824,0.998811,0.000578
CLUSTERS_8_REP_1,42384,1332712,50,72593454,0.998822,0.000584
CLUSTERS_8_REP_1,42542,1332696,66,72593296,0.998451,0.000586
CLUSTERS_8_REP_1,42858,1332696,66,72592980,0.998462,0.00059
CLUSTERS_8_REP_1,42900,1332696,66,72592938,0.998464,0.000591
CLUSTERS_8_REP_1,43168,1332696,66,72592670,0.998473,0.000594
CLUSTERS_8_REP_1,43254,1332696,66,72592584,0.998476,0.000595
CLUSTERS_8_REP_1,43240,1332696,66,72592598,0.998476,0.000595
CLUSTERS_8_REP_1,43252,1332696,66,72592586,0.998476,0.000595
CLUSTERS_8_REP_1,43318,1332696,66,72592520,0.998479,0.000596
CLUSTERS_8_REP_1,43416,1332696,66,72592422,0.998482,0.000598
CLUSTERS_8_REP_1,43404,1332696,66,72592434,0.998482,0.000598
CLUSTERS_8_REP_1,43622,1332696,66,72592216,0.998489,0.000601
CLUSTERS_8_REP_1,43956,1332696,66,72591882,0.998501,0.000605
CLUSTERS_8_REP_1,44068,1332696,66,72591770,0.998505,0.000607
CLUSTERS_8_REP_1,44030,1332696,66,72591808,0.998503,0.000606
CLUSTERS_8_REP_1,44252,1332696,66,72591586,0.998511,0.000609
CLUSTERS_8_REP_1,44342,1332696,66,72591496,0.998514,0.00061
CLUSTERS_8_REP_1,44376,1332696,66,72591462,0.998515,0.000611
CLUSTERS_8_REP_1,44850,1332700,62,72590988,0.99862,0.000617
CLUSTERS_8_REP_1,45030,1332700,62,72590808,0.998625,0.00062
CLUSTERS_8_REP_1,44940,1332700,62,72590898,0.998622,0.000619
CLUSTERS_8_REP_1,44942,1332700,62,72590896,0.998622,0.000619
CLUSTERS_8_REP_1,44734,1332700,62,72591104,0.998616,0.000616
CLUSTERS_8_REP_1,45074,1332700,62,72590764,0.998626,0.000621
CLUSTERS_8_REP_1,44910,1332700,62,72590928,0.998621,0.000618
CLUSTERS_8_REP_1,45036,1332700,62,72590802,0.998625,0.00062
CLUSTERS_8_REP_1,45224,1332700,62,72590614,0.998631,0.000623
CLUSTERS_8_REP_1,45192,1332700,62,72590646,0.99863,0.000622
CLUSTERS_8_REP_1,45154,1332700,62,72590684,0.998629,0.000622
CLUSTERS_8_REP_1,45232,1332700,62,72590606,0.998631,0.000623
CLUSTERS_8_REP_1,45376,1332700,62,72590462,0.998636,0.000625
CLUSTERS_8_REP_1,45356,1332700,62,72590482,0.998635,0.000624
CLUSTERS_8_REP_1,45380,1332700,62,72590458,0.998636,0.000625
CLUSTERS_8_REP_1,45592,1332700,62,72590246,0.998642,0.000628
CLUSTERS_8_REP_1,45740,1332700,62,72590098,0.998646,0.00063
CLUSTERS_8_REP_1,45938,1332700,62,72589900,0.998652,0.000632
CLUSTERS_8_REP_1,45952,1332700,62,72589886,0.998653,0.000633
CLUSTERS_8_REP_1,46098,1332700,62,72589740,0.998657,0.000635
CLUSTERS_8_REP_1,46344,1332700,62,72589494,0.998664,0.000638
CLUSTERS_8_REP_1,46552,1332700,62,72589286,0.99867,0.000641
CLUSTERS_8_REP_1,46618,1332700,62,72589220,0.998672,0.000642
CLUSTERS_8_REP_1,46568,1332700,62,72589270,0.99867,0.000641
CLUSTERS_8_REP_1,46584,1332700,62,72589254,0.998671,0.000641
CLUSTERS_8_REP_1,46566,1332700,62,72589272,0.99867,0.000641
CLUSTERS_8_REP_1,46790,1332700,62,72589048,0.998677,0.000644
CLUSTERS_8_REP_1,46784,1332700,62,72589054,0.998677,0.000644
CLUSTERS_8_REP_1,46698,1332700,62,72589140,0.998674,0.000643
CLUSTERS_8_REP_1,46910,1332700,62,72588928,0.99868,0.000646
CLUSTERS_8_REP_1,47188,1332700,62,72588650,0.998688,0.00065
CLUSTERS_8_REP_1,47762,1332700,62,72588076,0.998704,0.000658
CLUSTERS_8_REP_1,48030,1332708,54,72587808,0.998877,0.000661
CLUSTERS_8_REP_1,47988,1332708,54,72587850,0.998876,0.000661
CLUSTERS_8_REP_1,47886,1332708,54,72587952,0.998874,0.000659
CLUSTERS_8_REP_1,48016,1332708,54,72587822,0.998877,0.000661
CLUSTERS_8_REP_1,48124,1332708,54,72587714,0.998879,0.000663
CLUSTERS_8_REP_1,48158,1332708,54,72587680,0.99888,0.000663
CLUSTERS_8_REP_1,48454,1332700,62,72587384,0.998722,0.000667
CLUSTERS_8_REP_1,48620,1332708,54,72587218,0.998891,0.000669
CLUSTERS_8_REP_1,48848,1332708,54,72586990,0.998896,0.000673
CLUSTERS_8_REP_1,49042,1332708,54,72586796,0.9989,0.000675
CLUSTERS_8_REP_1,49086,1332700,62,72586752,0.998739,0.000676
CLUSTERS_8_REP_1,49432,1332700,62,72586406,0.998747,0.000681
CLUSTERS_8_REP_1,49678,1332700,62,72586160,0.998754,0.000684
CLUSTERS_8_REP_1,49616,1332700,62,72586222,0.998752,0.000683
CLUSTERS_8_REP_1,49900,1332700,62,72585938,0.998759,0.000687
CLUSTERS_8_REP_1,50076,1332700,62,72585762,0.998763,0.000689
CLUSTERS_8_REP_1,50012,1332696,66,72585826,0.998682,0.000689
CLUSTERS_8_REP_1,50034,1332696,66,72585804,0.998683,0.000689
CLUSTERS_8_REP_1,50128,1332696,66,72585710,0.998685,0.00069
CLUSTERS_8_REP_1,50176,1332696,66,72585662,0.998686,0.000691
CLUSTERS_8_REP_1,50198,1332696,66,72585640,0.998687,0.000691
CLUSTERS_8_REP_1,50060,1332696,66,72585778,0.998683,0.000689
CLUSTERS_8_REP_1,50106,1332696,66,72585732,0.998685,0.00069
CLUSTERS_8_REP_1,50316,1332696,66,72585522,0.99869,0.000693
CLUSTERS_8_REP_1,50498,1332696,66,72585340,0.998695,0.000695
CLUSTERS_8_REP_1,50708,1332696,66,72585130,0.9987,0.000698
CLUSTERS_8_REP_1,50482,1332696,66,72585356,0.998694,0.000695
CLUSTERS_8_REP_1,50684,1332696,66,72585154,0.9987,0.000698
CLUSTERS_8_REP_1,50506,1332696,66,72585332,0.998695,0.000695
CLUSTERS_8_REP_1,50384,1332696,66,72585454,0.998692,0.000694
CLUSTERS_8_REP_1,50814,1332696,66,72585024,0.998703,0.0007
CLUSTERS_8_REP_1,50914,1332696,66,72584924,0.998705,0.000701
CLUSTERS_8_REP_1,51014,1332696,66,72584824,0.998708,0.000702
CLUSTERS_8_REP_1,51056,1332696,66,72584782,0.998709,0.000703
CLUSTERS_8_REP_1,51180,1332696,66,72584658,0.998712,0.000705
CLUSTERS_8_REP_1,51174,1332696,66,72584664,0.998712,0.000705
CLUSTERS_8_REP_1,51416,1332696,66,72584422,0.998718,0.000708
CLUSTERS_8_REP_1,51814,1332696,66,72584024,0.998728,0.000713
CLUSTERS_8_REP_1,51898,1332696,66,72583940,0.99873,0.000714
CLUSTERS_8_REP_1,51968,1332696,66,72583870,0.998732,0.000715
CLUSTERS_8_REP_1,52070,1332696,66,72583768,0.998734,0.000717
CLUSTERS_8_REP_1,52150,1332696,66,72583688,0.998736,0.000718
CLUSTERS_8_REP_1,52322,1332696,66,72583516,0.99874,0.00072
CLUSTERS_8_REP_1,52338,1332696,66,72583500,0.998741,0.000721
CLUSTERS_8_REP_1,52404,1332696,66,72583434,0.998742,0.000721
CLUSTERS_8_REP_1,52450,1332696,66,72583388,0.998743,0.000722
CLUSTERS_8_REP_1,52636,1332696,66,72583202,0.998748,0.000725
CLUSTERS_8_REP_1,52694,1332696,66,72583144,0.998749,0.000725
CLUSTERS_8_REP_1,52960,1332696,66,72582878,0.998755,0.000729
CLUSTERS_8_REP_1,52736,1332696,66,72583102,0.99875,0.000726
CLUSTERS_8_REP_1,52680,1332696,66,72583158,0.998749,0.000725
CLUSTERS_8_REP_1,52740,1332696,66,72583098,0.99875,0.000726
CLUSTERS_8_REP_1,52762,1332696,66,72583076,0.998751,0.000726
CLUSTERS_8_REP_1,52870,1332696,66,72582968,0.998753,0.000728
CLUSTERS_8_REP_1,53080,1332696,66,72582758,0.998758,0.000731
CLUSTERS_8_REP_1,53106,1332696,66,72582732,0.998759,0.000731
CLUSTERS_8_REP_1,53440,1332696,66,72582398,0.998766,0.000736
CLUSTERS_8_REP_1,53930,1332696,66,72581908,0.998778,0.000742
CLUSTERS_8_REP_1,53838,1332696,66,72582000,0.998776,0.000741
CLUSTERS_8_REP_1,53946,1332696,66,72581892,0.998778,0.000743
CLUSTERS_8_REP_1,54060,1332696,66,72581778,0.998781,0.000744
CLUSTERS_8_REP_1,54474,1332696,66,72581364,0.99879,0.00075
CLUSTERS_8_REP_1,54636,1332696,66,72581202,0.998793,0.000752
CLUSTERS_8_REP_1,54742,1332696,66,72581096,0.998796,0.000754
CLUSTERS_8_REP_1,54650,1332696,66,72581188,0.998794,0.000752
CLUSTERS_8_REP_1,54562,1332696,66,72581276,0.998792,0.000751
CLUSTERS_8_REP_1,54586,1332696,66,72581252,0.998792,0.000752
CLUSTERS_8_REP_1,54540,1332696,66,72581298,0.998791,0.000751
CLUSTERS_8_REP_1,54586,1332696,66,72581252,0.998792,0.000752
CLUSTERS_8_REP_1,54546,1332700,62,72581292,0.998865,0.000751
CLUSTERS_8_REP_1,54710,1332700,62,72581128,0.998868,0.000753
CLUSTERS_8_REP_1,54838,1332700,62,72581000,0.998871,0.000755
CLUSTERS_8_REP_1,55472,1332700,62,72580366,0.998884,0.000764
CLUSTERS_8_REP_1,55518,1332700,62,72580320,0.998884,0.000764
CLUSTERS_8_REP_1,55436,1332700,62,72580402,0.998883,0.000763
CLUSTERS_8_REP_1,55552,1332700,62,72580286,0.998885,0.000765
CLUSTERS_8_REP_1,55634,1332700,62,72580204,0.998887,0.000766
CLUSTERS_8_REP_1,55738,1332700,62,72580100,0.998889,0.000767
CLUSTERS_8_REP_1,55948,1332700,62,72579890,0.998893,0.00077
CLUSTERS_8_REP_1,56000,1332700,62,72579838,0.998894,0.000771
CLUSTERS_8_REP_1,55892,1332700,62,72579946,0.998892,0.000769
CLUSTERS_8_REP_1,55666,1332700,62,72580172,0.998887,0.000766
CLUSTERS_8_REP_1,56000,1332700,62,72579838,0.998894,0.000771
CLUSTERS_8_REP_1,56294,1332696,66,72579544,0.998829,0.000775
CLUSTERS_8_REP_1,56478,1332700,62,72579360,0.998903,0.000778
CLUSTERS_8_REP_1,56336,1332700,62,72579502,0.998901,0.000776
CLUSTERS_8_REP_1,56460,1332700,62,72579378,0.998903,0.000777
CLUSTERS_8_REP_1,56630,1332700,62,72579208,0.998906,0.00078
CLUSTERS_8_REP_1,56612,1332700,62,72579226,0.998906,0.000779
CLUSTERS_8_REP_1,57118,1332700,62,72578720,0.998916,0.000786
CLUSTERS_8_REP_1,57278,1332700,62,72578560,0.998919,0.000789
CLUSTERS_8_REP_1,57318,1332700,62,72578520,0.998919,0.000789
CLUSTERS_8_REP_1,57314,1332700,62,72578524,0.998919,0.000789
CLUSTERS_8_REP_1,57524,1332708,54,72578314,0.999062,0.000792
CLUSTERS_8_REP_1,57542,1332708,54,72578296,0.999062,0.000792
