Rep,Threshold,TP,TN,FP,FN
CLUSTERS_8_REP_12,0.182000,1307026,259440,2066,30904370
CLUSTERS_8_REP_12,0.185000,1308226,259440,2066,30903170
CLUSTERS_8_REP_12,0.187000,1343304,259440,2066,30868092
CLUSTERS_8_REP_12,0.188000,1368296,256864,4642,30843100
CLUSTERS_8_REP_12,0.189000,1371140,257002,4504,30840256
CLUSTERS_8_REP_12,0.190000,1475816,257002,4504,30735580
CLUSTERS_8_REP_12,0.192000,1499250,257002,4504,30712146
CLUSTERS_8_REP_12,0.193000,1515424,257002,4504,30695972
CLUSTERS_8_REP_12,0.195000,1514062,257002,4504,30697334
CLUSTERS_8_REP_12,0.198000,1531016,257002,4504,30680380
CLUSTERS_8_REP_12,0.202000,1583032,257002,4504,30628364
CLUSTERS_8_REP_12,0.203000,1586256,257002,4504,30625140
CLUSTERS_8_REP_12,0.204000,1658608,257002,4504,30552788
CLUSTERS_8_REP_12,0.205000,1692806,257002,4504,30518590
CLUSTERS_8_REP_12,0.209000,1813454,257002,4504,30397942
CLUSTERS_8_REP_12,0.211000,1825778,257002,4504,30385618
CLUSTERS_8_REP_12,0.215000,1863162,257002,4504,30348234
CLUSTERS_8_REP_12,0.217000,1836914,257002,4504,30374482
CLUSTERS_8_REP_12,0.218000,2077836,257002,4504,30133560
CLUSTERS_8_REP_12,0.219000,2131026,253598,7908,30080370
CLUSTERS_8_REP_12,0.220000,2133918,253598,7908,30077478
CLUSTERS_8_REP_12,0.221000,2207134,253598,7908,30004262
CLUSTERS_8_REP_12,0.227000,2288798,257002,4504,29922598
CLUSTERS_8_REP_12,0.229000,2292976,257002,4504,29918420
CLUSTERS_8_REP_12,0.232000,2331568,257002,4504,29879828
CLUSTERS_8_REP_12,0.233000,2644382,257002,4504,29567014
CLUSTERS_8_REP_12,0.239000,2645698,257002,4504,29565698
CLUSTERS_8_REP_12,0.240000,2654440,257002,4504,29556956
CLUSTERS_8_REP_12,0.243000,2710670,257002,4504,29500726
CLUSTERS_8_REP_12,0.245000,2700746,253598,7908,29510650
CLUSTERS_8_REP_12,0.250000,2798144,253598,7908,29413252
CLUSTERS_8_REP_12,0.313000,3188778,253598,7908,29022618
CLUSTERS_8_REP_12,0.314000,3657664,253598,7908,28553732
CLUSTERS_8_REP_12,0.348000,4336060,257002,4504,27875336
CLUSTERS_8_REP_12,0.358000,4548634,257002,4504,27662762
CLUSTERS_8_REP_12,0.360000,4614738,257002,4504,27596658
CLUSTERS_8_REP_12,0.361000,4625580,257002,4504,27585816
CLUSTERS_8_REP_12,0.367000,4645194,257002,4504,27566202
CLUSTERS_8_REP_12,0.386000,4554902,257002,4504,27656494
CLUSTERS_8_REP_12,0.389000,4786126,211094,50412,27425270
CLUSTERS_8_REP_12,0.488000,7880908,211094,50412,24330488
CLUSTERS_8_REP_12,0.505000,8639782,174800,86706,23571614
CLUSTERS_8_REP_12,0.560000,11361506,179906,81600,20849890
CLUSTERS_8_REP_13,0.000000,0,71718,0,31002
CLUSTERS_8_REP_13,0.016000,2,71718,0,31000
CLUSTERS_8_REP_13,0.018000,4,71716,2,30998
CLUSTERS_8_REP_13,0.019000,4,71718,0,30998
CLUSTERS_8_REP_13,0.020000,10,71712,6,30992
CLUSTERS_8_REP_13,0.021000,12,71712,6,30990
CLUSTERS_8_REP_13,0.022000,14,71712,6,30988
CLUSTERS_8_REP_13,0.023000,24,71712,6,30978
CLUSTERS_8_REP_13,0.024000,42,71706,12,30960
CLUSTERS_8_REP_13,0.025000,68,71698,20,30934
CLUSTERS_8_REP_13,0.026000,90,71694,24,30912
CLUSTERS_8_REP_13,0.027000,130,71694,24,30872
CLUSTERS_8_REP_13,0.028000,146,71694,24,30856
CLUSTERS_8_REP_13,0.029000,188,71708,10,30814
CLUSTERS_8_REP_13,0.030000,260,71688,30,30742
CLUSTERS_8_REP_13,0.031000,304,71692,26,30698
CLUSTERS_8_REP_13,0.032000,354,71684,34,30648
CLUSTERS_8_REP_13,0.033000,376,71692,26,30626
CLUSTERS_8_REP_13,0.034000,464,71682,36,30538
CLUSTERS_8_REP_13,0.035000,674,71680,38,30328
CLUSTERS_8_REP_13,0.036000,674,71660,58,30328
CLUSTERS_8_REP_13,0.037000,800,71658,60,30202
CLUSTERS_8_REP_13,0.038000,784,71666,52,30218
CLUSTERS_8_REP_13,0.039000,1102,71650,68,29900
CLUSTERS_8_REP_13,0.040000,1076,71654,64,29926
CLUSTERS_8_REP_13,0.041000,1136,71644,74,29866
CLUSTERS_8_REP_13,0.042000,1268,71638,80,29734
CLUSTERS_8_REP_13,0.043000,1632,71582,136,29370
CLUSTERS_8_REP_13,0.044000,1976,71608,110,29026
CLUSTERS_8_REP_13,0.045000,2050,71602,116,28952
CLUSTERS_8_REP_13,0.046000,2966,71556,162,28036
CLUSTERS_8_REP_13,0.047000,2876,71556,162,28126
CLUSTERS_8_REP_13,0.048000,2780,71552,166,28222
CLUSTERS_8_REP_13,0.049000,3048,71544,174,27954
CLUSTERS_8_REP_13,0.050000,3826,71484,234,27176
CLUSTERS_8_REP_13,0.051000,3836,71484,234,27166
CLUSTERS_8_REP_13,0.052000,4442,71484,234,26560
CLUSTERS_8_REP_13,0.053000,4460,71484,234,26542
CLUSTERS_8_REP_13,0.054000,4956,71484,234,26046
CLUSTERS_8_REP_13,0.055000,5904,71484,234,25098
CLUSTERS_8_REP_13,0.056000,5546,71496,222,25456
CLUSTERS_8_REP_13,0.057000,5580,71496,222,25422
CLUSTERS_8_REP_13,0.058000,8186,71376,342,22816
CLUSTERS_8_REP_13,0.059000,7842,71382,336,23160
CLUSTERS_8_REP_13,0.060000,7956,71382,336,23046
CLUSTERS_8_REP_13,0.061000,8000,71322,396,23002
CLUSTERS_8_REP_13,0.064000,8800,71322,396,22202
CLUSTERS_8_REP_13,0.065000,13486,71320,398,17516
CLUSTERS_8_REP_13,0.066000,10604,71344,374,20398
CLUSTERS_8_REP_13,0.067000,11678,71344,374,19324
CLUSTERS_8_REP_13,0.068000,11674,71344,374,19328
CLUSTERS_8_REP_13,0.069000,11686,71296,422,19316
CLUSTERS_8_REP_13,0.071000,11696,71296,422,19306
CLUSTERS_8_REP_13,0.072000,11728,71212,506,19274
CLUSTERS_8_REP_13,0.074000,14232,71212,506,16770
CLUSTERS_8_REP_13,0.075000,14382,71212,506,16620
CLUSTERS_8_REP_13,0.077000,14440,71158,560,16562
CLUSTERS_8_REP_13,0.080000,14578,70306,1412,16424
CLUSTERS_8_REP_13,0.081000,14524,71004,714,16478
CLUSTERS_8_REP_13,0.082000,15810,71018,700,15192
CLUSTERS_8_REP_13,0.083000,16032,71018,700,14970
CLUSTERS_8_REP_13,0.084000,16014,71016,702,14988
CLUSTERS_8_REP_13,0.087000,25814,70994,724,5188
CLUSTERS_8_REP_13,0.088000,25806,70964,754,5196
CLUSTERS_8_REP_13,0.089000,25934,70858,860,5068
CLUSTERS_8_REP_13,0.098000,19538,70438,1280,11464
CLUSTERS_8_REP_13,0.101000,15634,68588,3130,15368
CLUSTERS_8_REP_13,0.104000,15996,68286,3432,15006
CLUSTERS_8_REP_13,0.105000,21608,69650,2068,9394
CLUSTERS_8_REP_13,0.106000,17668,66290,5428,13334
CLUSTERS_8_REP_13,0.112000,26764,61844,9874,4238
CLUSTERS_8_REP_13,0.115000,17702,63968,7750,13300
CLUSTERS_8_REP_13,0.117000,18352,61308,10410,12650
CLUSTERS_8_REP_13,0.120000,28320,49268,22450,2682
CLUSTERS_8_REP_13,0.121000,26670,61918,9800,4332
CLUSTERS_8_REP_13,0.122000,21706,66784,4934,9296
CLUSTERS_8_REP_13,0.123000,17946,62164,9554,13056
CLUSTERS_8_REP_13,0.126000,22330,64498,7220,8672
CLUSTERS_8_REP_13,0.127000,18194,58768,12950,12808
CLUSTERS_8_REP_13,0.133000,19334,36540,35178,11668
CLUSTERS_8_REP_13,0.142000,20174,29928,41790,10828
CLUSTERS_8_REP_14,0.000000,0,290642,0,3005398
CLUSTERS_8_REP_14,0.009000,2,290642,0,3005396
CLUSTERS_8_REP_14,0.012000,4,290642,0,3005394
CLUSTERS_8_REP_14,0.013000,8,290642,0,3005390
CLUSTERS_8_REP_14,0.015000,10,290642,0,3005388
CLUSTERS_8_REP_14,0.016000,14,290642,0,3005384
CLUSTERS_8_REP_14,0.017000,26,290642,0,3005372
CLUSTERS_8_REP_14,0.018000,38,290642,0,3005360
CLUSTERS_8_REP_14,0.019000,72,290642,0,3005326
CLUSTERS_8_REP_14,0.020000,90,290642,0,3005308
CLUSTERS_8_REP_14,0.021000,106,290642,0,3005292
CLUSTERS_8_REP_14,0.022000,172,290642,0,3005226
CLUSTERS_8_REP_14,0.023000,246,290642,0,3005152
CLUSTERS_8_REP_14,0.024000,282,290642,0,3005116
CLUSTERS_8_REP_14,0.025000,380,290642,0,3005018
CLUSTERS_8_REP_14,0.026000,496,290642,0,3004902
CLUSTERS_8_REP_14,0.027000,582,290642,0,3004816
CLUSTERS_8_REP_14,0.028000,798,290642,0,3004600
CLUSTERS_8_REP_14,0.029000,980,290642,0,3004418
CLUSTERS_8_REP_14,0.030000,1144,290642,0,3004254
CLUSTERS_8_REP_14,0.031000,1440,290642,0,3003958
CLUSTERS_8_REP_14,0.032000,1642,290642,0,3003756
CLUSTERS_8_REP_14,0.033000,1972,290642,0,3003426
CLUSTERS_8_REP_14,0.034000,2368,290642,0,3003030
CLUSTERS_8_REP_14,0.035000,2858,290642,0,3002540
CLUSTERS_8_REP_14,0.036000,3310,290642,0,3002088
CLUSTERS_8_REP_14,0.037000,3898,290640,2,3001500
CLUSTERS_8_REP_14,0.038000,4634,290640,2,3000764
CLUSTERS_8_REP_14,0.039000,5286,290642,0,3000112
CLUSTERS_8_REP_14,0.040000,6730,290642,0,2998668
CLUSTERS_8_REP_14,0.041000,7058,290642,0,2998340
CLUSTERS_8_REP_14,0.042000,6964,290642,0,2998434
CLUSTERS_8_REP_14,0.043000,8050,290642,0,2997348
CLUSTERS_8_REP_14,0.044000,9470,290636,6,2995928
CLUSTERS_8_REP_14,0.045000,10926,290626,16,2994472
CLUSTERS_8_REP_14,0.046000,12888,290630,12,2992510
CLUSTERS_8_REP_14,0.047000,14644,290632,10,2990754
CLUSTERS_8_REP_14,0.048000,14834,290626,16,2990564
CLUSTERS_8_REP_14,0.049000,17508,290626,16,2987890
CLUSTERS_8_REP_14,0.050000,18770,290630,12,2986628
CLUSTERS_8_REP_14,0.051000,22954,290630,12,2982444
CLUSTERS_8_REP_14,0.052000,23300,290622,20,2982098
CLUSTERS_8_REP_14,0.053000,26872,290620,22,2978526
CLUSTERS_8_REP_14,0.054000,27354,290620,22,2978044
CLUSTERS_8_REP_14,0.055000,30046,290620,22,2975352
CLUSTERS_8_REP_14,0.056000,34834,290620,22,2970564
CLUSTERS_8_REP_14,0.057000,39124,290614,28,2966274
CLUSTERS_8_REP_14,0.058000,40682,290620,22,2964716
CLUSTERS_8_REP_14,0.059000,44960,290602,40,2960438
CLUSTERS_8_REP_14,0.060000,46742,290602,40,2958656
CLUSTERS_8_REP_14,0.061000,45268,290602,40,2960130
CLUSTERS_8_REP_14,0.062000,47564,290584,58,2957834
CLUSTERS_8_REP_14,0.063000,50078,290584,58,2955320
CLUSTERS_8_REP_14,0.064000,51820,290602,40,2953578
CLUSTERS_8_REP_14,0.065000,57518,290602,40,2947880
CLUSTERS_8_REP_14,0.066000,61156,290590,52,2944242
CLUSTERS_8_REP_14,0.067000,68394,290586,56,2937004
CLUSTERS_8_REP_14,0.068000,69752,290586,56,2935646
CLUSTERS_8_REP_14,0.069000,71194,290594,48,2934204
CLUSTERS_8_REP_14,0.070000,76380,290594,48,2929018
CLUSTERS_8_REP_14,0.071000,88188,290578,64,2917210
CLUSTERS_8_REP_14,0.072000,89670,290578,64,2915728
CLUSTERS_8_REP_14,0.073000,90646,290578,64,2914752
CLUSTERS_8_REP_14,0.074000,90956,290578,64,2914442
CLUSTERS_8_REP_14,0.075000,89890,290578,64,2915508
CLUSTERS_8_REP_14,0.076000,98062,290578,64,2907336
CLUSTERS_8_REP_14,0.077000,101480,290558,84,2903918
CLUSTERS_8_REP_14,0.078000,103284,290558,84,2902114
CLUSTERS_8_REP_14,0.079000,104966,290558,84,2900432
CLUSTERS_8_REP_14,0.080000,108324,290492,150,2897074
CLUSTERS_8_REP_14,0.081000,126680,290492,150,2878718
CLUSTERS_8_REP_14,0.082000,127900,290458,184,2877498
CLUSTERS_8_REP_14,0.083000,122956,290458,184,2882442
CLUSTERS_8_REP_14,0.085000,129188,290458,184,2876210
CLUSTERS_8_REP_14,0.086000,129352,290458,184,2876046
CLUSTERS_8_REP_14,0.088000,129710,290556,86,2875688
CLUSTERS_8_REP_14,0.089000,130360,290520,122,2875038
CLUSTERS_8_REP_14,0.090000,169292,290520,122,2836106
CLUSTERS_8_REP_14,0.091000,182050,290556,86,2823348
CLUSTERS_8_REP_14,0.092000,204126,290556,86,2801272
CLUSTERS_8_REP_14,0.093000,204088,289890,752,2801310
CLUSTERS_8_REP_14,0.094000,219514,289890,752,2785884
CLUSTERS_8_REP_14,0.095000,231662,289890,752,2773736
CLUSTERS_8_REP_14,0.096000,231532,289890,752,2773866
CLUSTERS_8_REP_14,0.097000,233352,289890,752,2772046
CLUSTERS_8_REP_14,0.098000,233524,289890,752,2771874
CLUSTERS_8_REP_14,0.099000,235218,289890,752,2770180
CLUSTERS_8_REP_14,0.100000,234408,289890,752,2770990
CLUSTERS_8_REP_14,0.102000,234410,289900,742,2770988
CLUSTERS_8_REP_14,0.103000,234638,290390,252,2770760
CLUSTERS_8_REP_14,0.106000,253728,289360,1282,2751670
CLUSTERS_8_REP_14,0.110000,254878,288088,2554,2750520
CLUSTERS_8_REP_14,0.111000,259554,288088,2554,2745844
CLUSTERS_8_REP_14,0.112000,286062,288088,2554,2719336
CLUSTERS_8_REP_14,0.113000,286874,288088,2554,2718524
CLUSTERS_8_REP_14,0.114000,286676,288088,2554,2718722
CLUSTERS_8_REP_14,0.115000,291188,288088,2554,2714210
CLUSTERS_8_REP_14,0.116000,292246,288088,2554,2713152
CLUSTERS_8_REP_14,0.117000,314648,290390,252,2690750
CLUSTERS_8_REP_14,0.118000,314648,290390,252,2690750
CLUSTERS_8_REP_14,0.119000,320232,290390,252,2685166
CLUSTERS_8_REP_14,0.121000,320956,290390,252,2684442
CLUSTERS_8_REP_14,0.122000,320276,290390,252,2685122
CLUSTERS_8_REP_14,0.123000,322288,288280,2362,2683110
CLUSTERS_8_REP_14,0.125000,325508,288280,2362,2679890
CLUSTERS_8_REP_14,0.127000,325350,286848,3794,2680048
CLUSTERS_8_REP_14,0.130000,388920,286848,3794,2616478
CLUSTERS_8_REP_14,0.132000,387524,286848,3794,2617874
CLUSTERS_8_REP_14,0.134000,390708,286848,3794,2614690
CLUSTERS_8_REP_14,0.138000,389928,286848,3794,2615470
CLUSTERS_8_REP_14,0.144000,388844,286848,3794,2616554
CLUSTERS_8_REP_14,0.145000,389712,286848,3794,2615686
CLUSTERS_8_REP_14,0.148000,406882,257466,33176,2598516
CLUSTERS_8_REP_14,0.150000,381018,258130,32512,2624380
CLUSTERS_8_REP_14,0.151000,398766,258130,32512,2606632
CLUSTERS_8_REP_14,0.152000,413878,258130,32512,2591520
CLUSTERS_8_REP_14,0.155000,468030,258130,32512,2537368
CLUSTERS_8_REP_14,0.171000,467674,258130,32512,2537724
CLUSTERS_8_REP_14,0.180000,447046,258130,32512,2558352
CLUSTERS_8_REP_14,0.185000,559282,258130,32512,2446116
CLUSTERS_8_REP_14,0.196000,652188,229578,61064,2353210
CLUSTERS_8_REP_14,0.213000,806826,185256,105386,2198572
CLUSTERS_8_REP_14,0.219000,828676,185256,105386,2176722
CLUSTERS_8_REP_14,0.224000,953322,185256,105386,2052076
CLUSTERS_8_REP_14,0.230000,994480,185256,105386,2010918
CLUSTERS_8_REP_14,0.234000,1120280,146080,144562,1885118
CLUSTERS_8_REP_14,0.359000,2394866,33034,257608,610532
CLUSTERS_8_REP_15,0.000000,0,569132,0,824448
CLUSTERS_8_REP_15,0.007000,2,569132,0,824446
CLUSTERS_8_REP_15,0.010000,4,569132,0,824444
CLUSTERS_8_REP_15,0.012000,6,569132,0,824442
CLUSTERS_8_REP_15,0.014000,10,569132,0,824438
CLUSTERS_8_REP_15,0.015000,16,569132,0,824432
CLUSTERS_8_REP_15,0.016000,20,569132,0,824428
CLUSTERS_8_REP_15,0.017000,38,569132,0,824410
CLUSTERS_8_REP_15,0.018000,50,569132,0,824398
CLUSTERS_8_REP_15,0.019000,62,569132,0,824386
CLUSTERS_8_REP_15,0.020000,90,569132,0,824358
CLUSTERS_8_REP_15,0.021000,114,569132,0,824334
CLUSTERS_8_REP_15,0.022000,144,569132,0,824304
CLUSTERS_8_REP_15,0.023000,200,569132,0,824248
CLUSTERS_8_REP_15,0.024000,232,569132,0,824216
CLUSTERS_8_REP_15,0.025000,312,569130,2,824136
CLUSTERS_8_REP_15,0.026000,400,569130,2,824048
CLUSTERS_8_REP_15,0.027000,512,569128,4,823936
CLUSTERS_8_REP_15,0.028000,634,569128,4,823814
CLUSTERS_8_REP_15,0.029000,786,569128,4,823662
CLUSTERS_8_REP_15,0.030000,1038,569126,6,823410
CLUSTERS_8_REP_15,0.031000,1282,569126,6,823166
CLUSTERS_8_REP_15,0.032000,1546,569126,6,822902
CLUSTERS_8_REP_15,0.033000,1628,569126,6,822820
CLUSTERS_8_REP_15,0.034000,2072,569126,6,822376
CLUSTERS_8_REP_15,0.035000,2230,569126,6,822218
CLUSTERS_8_REP_15,0.036000,2466,569126,6,821982
CLUSTERS_8_REP_15,0.037000,3010,569124,8,821438
CLUSTERS_8_REP_15,0.038000,3162,569120,12,821286
CLUSTERS_8_REP_15,0.039000,3926,569118,14,820522
CLUSTERS_8_REP_15,0.040000,4326,569120,12,820122
CLUSTERS_8_REP_15,0.041000,5064,569114,18,819384
CLUSTERS_8_REP_15,0.042000,6140,569114,18,818308
CLUSTERS_8_REP_15,0.043000,6920,569106,26,817528
CLUSTERS_8_REP_15,0.044000,8720,569114,18,815728
CLUSTERS_8_REP_15,0.045000,8044,569106,26,816404
CLUSTERS_8_REP_15,0.046000,8030,569106,26,816418
CLUSTERS_8_REP_15,0.047000,10070,569106,26,814378
CLUSTERS_8_REP_15,0.048000,10956,569078,54,813492
CLUSTERS_8_REP_15,0.049000,11758,569080,52,812690
CLUSTERS_8_REP_15,0.050000,12340,569080,52,812108
CLUSTERS_8_REP_15,0.051000,13148,569036,96,811300
CLUSTERS_8_REP_15,0.052000,15174,569072,60,809274
CLUSTERS_8_REP_15,0.053000,15504,569078,54,808944
CLUSTERS_8_REP_15,0.054000,18820,569078,54,805628
CLUSTERS_8_REP_15,0.055000,22042,569078,54,802406
CLUSTERS_8_REP_15,0.056000,23090,569082,50,801358
CLUSTERS_8_REP_15,0.057000,22362,569078,54,802086
CLUSTERS_8_REP_15,0.058000,22860,569084,48,801588
CLUSTERS_8_REP_15,0.059000,26352,569054,78,798096
CLUSTERS_8_REP_15,0.060000,26722,569048,84,797726
CLUSTERS_8_REP_15,0.061000,28224,569074,58,796224
CLUSTERS_8_REP_15,0.062000,29260,569082,50,795188
CLUSTERS_8_REP_15,0.063000,29232,569042,90,795216
CLUSTERS_8_REP_15,0.064000,35700,569042,90,788748
CLUSTERS_8_REP_15,0.065000,41114,569028,104,783334
CLUSTERS_8_REP_15,0.066000,48310,569028,104,776138
CLUSTERS_8_REP_15,0.067000,48862,568994,138,775586
CLUSTERS_8_REP_15,0.068000,48736,568994,138,775712
CLUSTERS_8_REP_15,0.069000,50918,568994,138,773530
CLUSTERS_8_REP_15,0.070000,51582,568994,138,772866
CLUSTERS_8_REP_15,0.071000,55650,568994,138,768798
CLUSTERS_8_REP_15,0.072000,56182,568994,138,768266
CLUSTERS_8_REP_15,0.073000,61280,568994,138,763168
CLUSTERS_8_REP_15,0.074000,61084,568994,138,763364
CLUSTERS_8_REP_15,0.075000,61476,568938,194,762972
CLUSTERS_8_REP_15,0.076000,61666,568896,236,762782
CLUSTERS_8_REP_15,0.077000,63066,568896,236,761382
CLUSTERS_8_REP_15,0.078000,64192,568982,150,760256
CLUSTERS_8_REP_15,0.079000,64562,568962,170,759886
CLUSTERS_8_REP_15,0.080000,66660,568962,170,757788
CLUSTERS_8_REP_15,0.081000,67200,569000,132,757248
CLUSTERS_8_REP_15,0.082000,68664,569000,132,755784
CLUSTERS_8_REP_15,0.083000,71556,569012,120,752892
CLUSTERS_8_REP_15,0.084000,72098,569012,120,752350
CLUSTERS_8_REP_15,0.085000,73244,569032,100,751204
CLUSTERS_8_REP_15,0.086000,72050,568970,162,752398
CLUSTERS_8_REP_15,0.087000,76006,568970,162,748442
CLUSTERS_8_REP_15,0.088000,76840,568930,202,747608
CLUSTERS_8_REP_15,0.089000,76626,568936,196,747822
CLUSTERS_8_REP_15,0.090000,122974,568918,214,701474
CLUSTERS_8_REP_15,0.092000,123228,568930,202,701220
CLUSTERS_8_REP_15,0.093000,129612,568936,196,694836
CLUSTERS_8_REP_15,0.094000,130040,568736,396,694408
CLUSTERS_8_REP_15,0.095000,130638,568736,396,693810
CLUSTERS_8_REP_15,0.096000,137828,568736,396,686620
CLUSTERS_8_REP_15,0.098000,137992,568528,604,686456
CLUSTERS_8_REP_15,0.099000,154396,568408,724,670052
CLUSTERS_8_REP_15,0.100000,156232,568834,298,668216
CLUSTERS_8_REP_15,0.101000,156148,568834,298,668300
CLUSTERS_8_REP_15,0.104000,158756,568876,256,665692
CLUSTERS_8_REP_15,0.106000,174736,568918,214,649712
CLUSTERS_8_REP_15,0.107000,186394,568918,214,638054
CLUSTERS_8_REP_15,0.108000,187222,568918,214,637226
CLUSTERS_8_REP_15,0.111000,187818,568930,202,636630
CLUSTERS_8_REP_15,0.112000,189070,568528,604,635378
CLUSTERS_8_REP_15,0.113000,216086,568528,604,608362
CLUSTERS_8_REP_15,0.115000,227974,568528,604,596474
CLUSTERS_8_REP_15,0.120000,235848,568528,604,588600
CLUSTERS_8_REP_15,0.122000,235590,565088,4044,588858
CLUSTERS_8_REP_15,0.123000,247140,565088,4044,577308
CLUSTERS_8_REP_15,0.124000,238416,565088,4044,586032
CLUSTERS_8_REP_15,0.128000,253236,565088,4044,571212
CLUSTERS_8_REP_15,0.133000,255046,565884,3248,569402
CLUSTERS_8_REP_15,0.134000,247678,565646,3486,576770
CLUSTERS_8_REP_15,0.139000,345298,565646,3486,479150
CLUSTERS_8_REP_15,0.146000,260210,565646,3486,564238
CLUSTERS_8_REP_15,0.156000,261020,559136,9996,563428
CLUSTERS_8_REP_15,0.159000,386958,554976,14156,437490
CLUSTERS_8_REP_15,0.171000,387358,554976,14156,437090
CLUSTERS_8_REP_15,0.177000,309950,554976,14156,514498
CLUSTERS_8_REP_15,0.181000,281366,487408,81724,543082
CLUSTERS_8_REP_15,0.194000,429068,487408,81724,395380
CLUSTERS_8_REP_15,0.213000,447524,290608,278524,376924
CLUSTERS_8_REP_15,0.219000,373092,280112,289020,451356
CLUSTERS_8_REP_15,0.238000,508248,165968,403164,316200
CLUSTERS_8_REP_16,0.000000,0,5182,0,5738
CLUSTERS_8_REP_16,0.020000,2,5182,0,5736
CLUSTERS_8_REP_16,0.021000,4,5182,0,5734
CLUSTERS_8_REP_16,0.024000,6,5182,0,5732
CLUSTERS_8_REP_16,0.025000,8,5182,0,5730
CLUSTERS_8_REP_16,0.026000,10,5182,0,5728
CLUSTERS_8_REP_16,0.027000,22,5176,6,5716
CLUSTERS_8_REP_16,0.028000,26,5178,4,5712
CLUSTERS_8_REP_16,0.029000,28,5178,4,5710
CLUSTERS_8_REP_16,0.030000,42,5178,4,5696
CLUSTERS_8_REP_16,0.031000,54,5176,6,5684
CLUSTERS_8_REP_16,0.032000,68,5176,6,5670
CLUSTERS_8_REP_16,0.033000,78,5176,6,5660
CLUSTERS_8_REP_16,0.034000,98,5176,6,5640
CLUSTERS_8_REP_16,0.035000,120,5176,6,5618
CLUSTERS_8_REP_16,0.036000,160,5162,20,5578
CLUSTERS_8_REP_16,0.037000,186,5162,20,5552
CLUSTERS_8_REP_16,0.038000,196,5162,20,5542
CLUSTERS_8_REP_16,0.039000,206,5162,20,5532
CLUSTERS_8_REP_16,0.040000,246,5156,26,5492
CLUSTERS_8_REP_16,0.041000,260,5156,26,5478
CLUSTERS_8_REP_16,0.042000,284,5154,28,5454
CLUSTERS_8_REP_16,0.043000,298,5164,18,5440
CLUSTERS_8_REP_16,0.044000,294,5164,18,5444
CLUSTERS_8_REP_16,0.045000,442,5164,18,5296
CLUSTERS_8_REP_16,0.046000,446,5146,36,5292
CLUSTERS_8_REP_16,0.047000,432,5146,36,5306
CLUSTERS_8_REP_16,0.048000,442,5146,36,5296
CLUSTERS_8_REP_16,0.049000,600,5146,36,5138
CLUSTERS_8_REP_16,0.051000,726,5146,36,5012
CLUSTERS_8_REP_16,0.052000,818,5154,28,4920
CLUSTERS_8_REP_16,0.054000,822,5134,48,4916
CLUSTERS_8_REP_16,0.056000,778,5090,92,4960
CLUSTERS_8_REP_16,0.058000,904,5090,92,4834
CLUSTERS_8_REP_16,0.060000,956,5074,108,4782
CLUSTERS_8_REP_16,0.061000,1076,5074,108,4662
CLUSTERS_8_REP_16,0.062000,1070,5082,100,4668
CLUSTERS_8_REP_16,0.065000,1262,5082,100,4476
CLUSTERS_8_REP_16,0.066000,1288,5082,100,4450
CLUSTERS_8_REP_16,0.068000,1310,5148,34,4428
CLUSTERS_8_REP_16,0.069000,1346,5148,34,4392
CLUSTERS_8_REP_16,0.071000,2006,5148,34,3732
CLUSTERS_8_REP_16,0.072000,2036,5132,50,3702
CLUSTERS_8_REP_16,0.073000,2010,5074,108,3728
CLUSTERS_8_REP_16,0.075000,2010,5074,108,3728
CLUSTERS_8_REP_16,0.081000,2006,5074,108,3732
CLUSTERS_8_REP_16,0.082000,2026,5078,104,3712
CLUSTERS_8_REP_16,0.084000,2010,5062,120,3728
CLUSTERS_8_REP_16,0.085000,2298,5072,110,3440
CLUSTERS_8_REP_16,0.089000,2474,5072,110,3264
CLUSTERS_8_REP_16,0.092000,2486,5058,124,3252
CLUSTERS_8_REP_16,0.099000,4452,5058,124,1286
CLUSTERS_8_REP_16,0.101000,4516,5040,142,1222
CLUSTERS_8_REP_16,0.105000,2194,5020,162,3544
CLUSTERS_8_REP_16,0.112000,4536,4718,464,1202
CLUSTERS_8_REP_16,0.114000,2214,4528,654,3524
CLUSTERS_8_REP_16,0.130000,3304,2970,2212,2434
CLUSTERS_8_REP_16,0.132000,2346,3844,1338,3392
CLUSTERS_8_REP_16,0.138000,3436,1302,3880,2302
CLUSTERS_8_REP_17,0.000000,0,1837264,0,23307946
CLUSTERS_8_REP_17,0.013000,4,1837264,0,23307942
CLUSTERS_8_REP_17,0.014000,6,1837264,0,23307940
CLUSTERS_8_REP_17,0.016000,10,1837264,0,23307936
CLUSTERS_8_REP_17,0.017000,22,1837264,0,23307924
CLUSTERS_8_REP_17,0.018000,26,1837264,0,23307920
CLUSTERS_8_REP_17,0.019000,38,1837264,0,23307908
CLUSTERS_8_REP_17,0.020000,54,1837264,0,23307892
CLUSTERS_8_REP_17,0.021000,86,1837264,0,23307860
CLUSTERS_8_REP_17,0.022000,112,1837264,0,23307834
CLUSTERS_8_REP_17,0.023000,130,1837262,2,23307816
CLUSTERS_8_REP_17,0.024000,154,1837262,2,23307792
CLUSTERS_8_REP_17,0.025000,174,1837262,2,23307772
CLUSTERS_8_REP_17,0.026000,262,1837262,2,23307684
CLUSTERS_8_REP_17,0.027000,340,1837262,2,23307606
CLUSTERS_8_REP_17,0.028000,426,1837264,0,23307520
CLUSTERS_8_REP_17,0.029000,496,1837262,2,23307450
