Rep,Threshold,TP,TN,FP,FN
CLUSTERS_8_REP_17,0.030000,624,1837262,2,23307322
CLUSTERS_8_REP_17,0.031000,772,1837262,2,23307174
CLUSTERS_8_REP_17,0.032000,926,1837260,4,23307020
CLUSTERS_8_REP_17,0.033000,1086,1837260,4,23306860
CLUSTERS_8_REP_17,0.034000,1336,1837264,0,23306610
CLUSTERS_8_REP_17,0.035000,1626,1837256,8,23306320
CLUSTERS_8_REP_17,0.036000,1920,1837256,8,23306026
CLUSTERS_8_REP_17,0.037000,2268,1837256,8,23305678
CLUSTERS_8_REP_17,0.038000,2672,1837256,8,23305274
CLUSTERS_8_REP_17,0.039000,3054,1837256,8,23304892
CLUSTERS_8_REP_17,0.040000,3614,1837256,8,23304332
CLUSTERS_8_REP_17,0.041000,4214,1837254,10,23303732
CLUSTERS_8_REP_17,0.042000,4796,1837254,10,23303150
CLUSTERS_8_REP_17,0.043000,5512,1837254,10,23302434
CLUSTERS_8_REP_17,0.044000,6338,1837240,24,23301608
CLUSTERS_8_REP_17,0.045000,7026,1837240,24,23300920
CLUSTERS_8_REP_17,0.046000,7548,1837238,26,23300398
CLUSTERS_8_REP_17,0.047000,8638,1837238,26,23299308
CLUSTERS_8_REP_17,0.048000,9420,1837234,30,23298526
CLUSTERS_8_REP_17,0.049000,10860,1837194,70,23297086
CLUSTERS_8_REP_17,0.050000,12268,1837194,70,23295678
CLUSTERS_8_REP_17,0.051000,13868,1837194,70,23294078
CLUSTERS_8_REP_17,0.052000,14616,1837194,70,23293330
CLUSTERS_8_REP_17,0.053000,16024,1837186,78,23291922
CLUSTERS_8_REP_17,0.054000,17626,1837216,48,23290320
CLUSTERS_8_REP_17,0.055000,19170,1837216,48,23288776
CLUSTERS_8_REP_17,0.056000,21422,1837212,52,23286524
CLUSTERS_8_REP_17,0.057000,23514,1837212,52,23284432
CLUSTERS_8_REP_17,0.058000,25762,1837184,80,23282184
CLUSTERS_8_REP_17,0.059000,27942,1837168,96,23280004
CLUSTERS_8_REP_17,0.060000,30340,1837168,96,23277606
CLUSTERS_8_REP_17,0.061000,32552,1837168,96,23275394
CLUSTERS_8_REP_17,0.062000,34596,1837168,96,23273350
CLUSTERS_8_REP_17,0.063000,38872,1837168,96,23269074
CLUSTERS_8_REP_17,0.064000,40696,1837168,96,23267250
CLUSTERS_8_REP_17,0.065000,42616,1837190,74,23265330
CLUSTERS_8_REP_17,0.066000,46224,1837204,60,23261722
CLUSTERS_8_REP_17,0.067000,49424,1837176,88,23258522
CLUSTERS_8_REP_17,0.068000,51906,1837092,172,23256040
CLUSTERS_8_REP_17,0.069000,57630,1837092,172,23250316
CLUSTERS_8_REP_17,0.070000,61874,1837092,172,23246072
CLUSTERS_8_REP_17,0.071000,67060,1837092,172,23240886
CLUSTERS_8_REP_17,0.072000,67942,1837092,172,23240004
CLUSTERS_8_REP_17,0.073000,67976,1837136,128,23239970
CLUSTERS_8_REP_17,0.074000,72742,1837140,124,23235204
CLUSTERS_8_REP_17,0.075000,77346,1837140,124,23230600
CLUSTERS_8_REP_17,0.076000,82680,1837200,64,23225266
CLUSTERS_8_REP_17,0.077000,88406,1837194,70,23219540
CLUSTERS_8_REP_17,0.078000,94922,1837182,82,23213024
CLUSTERS_8_REP_17,0.079000,105090,1837122,142,23202856
CLUSTERS_8_REP_17,0.080000,109478,1837122,142,23198468
CLUSTERS_8_REP_17,0.081000,114646,1837112,152,23193300
CLUSTERS_8_REP_17,0.082000,128178,1837164,100,23179768
CLUSTERS_8_REP_17,0.083000,127212,1837170,94,23180734
CLUSTERS_8_REP_17,0.084000,131266,1837164,100,23176680
CLUSTERS_8_REP_17,0.085000,133138,1837164,100,23174808
CLUSTERS_8_REP_17,0.086000,146588,1837060,204,23161358
CLUSTERS_8_REP_17,0.087000,151794,1837060,204,23156152
CLUSTERS_8_REP_17,0.088000,162390,1837060,204,23145556
CLUSTERS_8_REP_17,0.089000,175034,1837174,90,23132912
CLUSTERS_8_REP_17,0.090000,174374,1837168,96,23133572
CLUSTERS_8_REP_17,0.091000,174720,1837146,118,23133226
CLUSTERS_8_REP_17,0.092000,190426,1837146,118,23117520
CLUSTERS_8_REP_17,0.093000,202026,1837146,118,23105920
CLUSTERS_8_REP_17,0.094000,210428,1837146,118,23097518
CLUSTERS_8_REP_17,0.095000,219268,1836954,310,23088678
CLUSTERS_8_REP_17,0.096000,220560,1837078,186,23087386
CLUSTERS_8_REP_17,0.097000,225650,1837078,186,23082296
CLUSTERS_8_REP_17,0.098000,225906,1837078,186,23082040
CLUSTERS_8_REP_17,0.099000,239040,1837110,154,23068906
CLUSTERS_8_REP_17,0.100000,243232,1837110,154,23064714
CLUSTERS_8_REP_17,0.101000,269196,1837066,198,23038750
CLUSTERS_8_REP_17,0.102000,275574,1837066,198,23032372
CLUSTERS_8_REP_17,0.103000,290470,1837066,198,23017476
CLUSTERS_8_REP_17,0.104000,291320,1837066,198,23016626
CLUSTERS_8_REP_17,0.105000,300886,1837066,198,23007060
CLUSTERS_8_REP_17,0.106000,326778,1837066,198,22981168
CLUSTERS_8_REP_17,0.107000,343930,1837066,198,22964016
CLUSTERS_8_REP_17,0.108000,362986,1836996,268,22944960
CLUSTERS_8_REP_17,0.109000,363502,1836996,268,22944444
CLUSTERS_8_REP_17,0.110000,373660,1837106,158,22934286
CLUSTERS_8_REP_17,0.111000,393450,1836958,306,22914496
CLUSTERS_8_REP_17,0.112000,416298,1836922,342,22891648
CLUSTERS_8_REP_17,0.113000,416402,1836922,342,22891544
CLUSTERS_8_REP_17,0.114000,426116,1836776,488,22881830
CLUSTERS_8_REP_17,0.115000,429296,1836776,488,22878650
CLUSTERS_8_REP_17,0.116000,432632,1836776,488,22875314
CLUSTERS_8_REP_17,0.117000,454058,1836776,488,22853888
CLUSTERS_8_REP_17,0.118000,465370,1836776,488,22842576
CLUSTERS_8_REP_17,0.119000,467610,1836776,488,22840336
CLUSTERS_8_REP_17,0.121000,480264,1836776,488,22827682
CLUSTERS_8_REP_17,0.122000,482458,1836776,488,22825488
CLUSTERS_8_REP_17,0.123000,505222,1836758,506,22802724
CLUSTERS_8_REP_17,0.124000,536138,1836758,506,22771808
CLUSTERS_8_REP_17,0.125000,539286,1836758,506,22768660
CLUSTERS_8_REP_17,0.126000,545998,1836758,506,22761948
CLUSTERS_8_REP_17,0.127000,553032,1836656,608,22754914
CLUSTERS_8_REP_17,0.128000,554708,1836656,608,22753238
CLUSTERS_8_REP_17,0.129000,560822,1835956,1308,22747124
CLUSTERS_8_REP_17,0.130000,565686,1835956,1308,22742260
CLUSTERS_8_REP_17,0.131000,597044,1836166,1098,22710902
CLUSTERS_8_REP_17,0.132000,600584,1836166,1098,22707362
CLUSTERS_8_REP_17,0.133000,619864,1835958,1306,22688082
CLUSTERS_8_REP_17,0.134000,638222,1835958,1306,22669724
CLUSTERS_8_REP_17,0.135000,643970,1835958,1306,22663976
CLUSTERS_8_REP_17,0.136000,644486,1835958,1306,22663460
CLUSTERS_8_REP_17,0.137000,666176,1835958,1306,22641770
CLUSTERS_8_REP_17,0.138000,666376,1836078,1186,22641570
CLUSTERS_8_REP_17,0.139000,675096,1836078,1186,22632850
CLUSTERS_8_REP_17,0.140000,693740,1836108,1156,22614206
CLUSTERS_8_REP_17,0.141000,696760,1836108,1156,22611186
CLUSTERS_8_REP_17,0.142000,700286,1836108,1156,22607660
CLUSTERS_8_REP_17,0.143000,703626,1836168,1096,22604320
CLUSTERS_8_REP_17,0.144000,731432,1836168,1096,22576514
CLUSTERS_8_REP_17,0.145000,742940,1836168,1096,22565006
CLUSTERS_8_REP_17,0.147000,751562,1836168,1096,22556384
CLUSTERS_8_REP_17,0.148000,753120,1834788,2476,22554826
CLUSTERS_8_REP_17,0.149000,744880,1834284,2980,22563066
CLUSTERS_8_REP_17,0.150000,745416,1835628,1636,22562530
CLUSTERS_8_REP_17,0.152000,741812,1834544,2720,22566134
CLUSTERS_8_REP_17,0.153000,768622,1834966,2298,22539324
CLUSTERS_8_REP_17,0.154000,764574,1834966,2298,22543372
CLUSTERS_8_REP_17,0.155000,774274,1834966,2298,22533672
CLUSTERS_8_REP_17,0.156000,844924,1834966,2298,22463022
CLUSTERS_8_REP_17,0.157000,846092,1834966,2298,22461854
CLUSTERS_8_REP_17,0.158000,857804,1834966,2298,22450142
CLUSTERS_8_REP_17,0.159000,858162,1834966,2298,22449784
CLUSTERS_8_REP_17,0.160000,858436,1834966,2298,22449510
CLUSTERS_8_REP_17,0.161000,879652,1834966,2298,22428294
CLUSTERS_8_REP_17,0.162000,900424,1833932,3332,22407522
CLUSTERS_8_REP_17,0.163000,951246,1833932,3332,22356700
CLUSTERS_8_REP_17,0.164000,952094,1833932,3332,22355852
CLUSTERS_8_REP_17,0.165000,976734,1833932,3332,22331212
CLUSTERS_8_REP_17,0.166000,976124,1828820,8444,22331822
CLUSTERS_8_REP_17,0.167000,982842,1827692,9572,22325104
CLUSTERS_8_REP_17,0.168000,976982,1827692,9572,22330964
CLUSTERS_8_REP_17,0.169000,974174,1827692,9572,22333772
CLUSTERS_8_REP_17,0.174000,974756,1827692,9572,22333190
CLUSTERS_8_REP_17,0.175000,968858,1827692,9572,22339088
CLUSTERS_8_REP_17,0.177000,1021250,1827692,9572,22286696
CLUSTERS_8_REP_17,0.178000,989634,1827692,9572,22318312
CLUSTERS_8_REP_17,0.179000,990376,1828312,8952,22317570
CLUSTERS_8_REP_17,0.183000,1000090,1832668,4596,22307856
CLUSTERS_8_REP_17,0.184000,999214,1832668,4596,22308732
CLUSTERS_8_REP_17,0.185000,1005886,1832668,4596,22302060
CLUSTERS_8_REP_17,0.186000,1099612,1832668,4596,22208334
CLUSTERS_8_REP_17,0.188000,1151888,1832668,4596,22156058
CLUSTERS_8_REP_17,0.191000,1166090,1818180,19084,22141856
CLUSTERS_8_REP_17,0.192000,1162880,1815912,21352,22145066
CLUSTERS_8_REP_17,0.194000,1198000,1815912,21352,22109946
CLUSTERS_8_REP_17,0.195000,1198486,1815912,21352,22109460
CLUSTERS_8_REP_17,0.196000,1336032,1815912,21352,21971914
CLUSTERS_8_REP_17,0.199000,1320012,1815912,21352,21987934
CLUSTERS_8_REP_17,0.200000,1371696,1815912,21352,21936250
CLUSTERS_8_REP_17,0.204000,1376432,1815912,21352,21931514
CLUSTERS_8_REP_17,0.205000,1369344,1802682,34582,21938602
CLUSTERS_8_REP_17,0.210000,1332912,1802682,34582,21975034
CLUSTERS_8_REP_17,0.212000,1409116,1812132,25132,21898830
CLUSTERS_8_REP_17,0.214000,1451608,1812132,25132,21856338
CLUSTERS_8_REP_17,0.216000,1618378,1815912,21352,21689568
CLUSTERS_8_REP_17,0.220000,1647718,1815912,21352,21660228
CLUSTERS_8_REP_17,0.221000,1630596,1815912,21352,21677350
CLUSTERS_8_REP_17,0.226000,1702268,1815912,21352,21605678
CLUSTERS_8_REP_17,0.228000,1696768,1815912,21352,21611178
CLUSTERS_8_REP_17,0.229000,1713176,1815912,21352,21594770
CLUSTERS_8_REP_17,0.230000,1733962,1815912,21352,21573984
CLUSTERS_8_REP_17,0.232000,1744896,1760724,76540,21563050
CLUSTERS_8_REP_17,0.233000,1768986,1760724,76540,21538960
CLUSTERS_8_REP_17,0.234000,1778634,1760724,76540,21529312
CLUSTERS_8_REP_17,0.235000,1700762,1760724,76540,21607184
CLUSTERS_8_REP_17,0.239000,1764290,1784160,53104,21543656
CLUSTERS_8_REP_17,0.240000,1752888,1784160,53104,21555058
CLUSTERS_8_REP_17,0.242000,1803504,1784160,53104,21504442
CLUSTERS_8_REP_17,0.246000,1862252,1791720,45544,21445694
CLUSTERS_8_REP_17,0.248000,1877002,1793610,43654,21430944
CLUSTERS_8_REP_17,0.250000,1949606,1793610,43654,21358340
CLUSTERS_8_REP_17,0.252000,1953086,1797390,39874,21354860
CLUSTERS_8_REP_17,0.253000,1947586,1797390,39874,21360360
CLUSTERS_8_REP_17,0.256000,1995506,1815912,21352,21312440
CLUSTERS_8_REP_17,0.260000,1999502,1815912,21352,21308444
CLUSTERS_8_REP_17,0.262000,2017814,1815912,21352,21290132
CLUSTERS_8_REP_17,0.264000,2181688,1815912,21352,21126258
CLUSTERS_8_REP_17,0.271000,2168776,1815912,21352,21139170
CLUSTERS_8_REP_17,0.279000,2152468,1815912,21352,21155478
CLUSTERS_8_REP_17,0.282000,2123582,1815912,21352,21184364
CLUSTERS_8_REP_17,0.298000,2195422,1815912,21352,21112524
CLUSTERS_8_REP_17,0.304000,2302094,1815912,21352,21005852
CLUSTERS_8_REP_17,0.305000,2524750,1815912,21352,20783196
CLUSTERS_8_REP_17,0.306000,2498902,1815912,21352,20809044
CLUSTERS_8_REP_17,0.307000,2459914,1686258,151006,20848032
CLUSTERS_8_REP_17,0.308000,2538982,1632960,204304,20768964
CLUSTERS_8_REP_17,0.309000,2575594,1632960,204304,20732352
CLUSTERS_8_REP_17,0.314000,2917362,1638630,198634,20390584
CLUSTERS_8_REP_17,0.315000,2909622,1638630,198634,20398324
CLUSTERS_8_REP_17,0.320000,3045582,1591758,245506,20262364
CLUSTERS_8_REP_17,0.327000,3055708,1591758,245506,20252238
CLUSTERS_8_REP_17,0.328000,3055582,1590624,246640,20252364
CLUSTERS_8_REP_17,0.329000,2974260,1658664,178600,20333686
CLUSTERS_8_REP_17,0.339000,2824878,1658664,178600,20483068
CLUSTERS_8_REP_17,0.342000,2774374,1658664,178600,20533572
CLUSTERS_8_REP_17,0.349000,2887170,1658664,178600,20420776
CLUSTERS_8_REP_17,0.360000,2832286,1658664,178600,20475660
CLUSTERS_8_REP_17,0.406000,3064074,1682100,155164,20243872
CLUSTERS_8_REP_17,0.412000,3292416,1657908,179356,20015530
CLUSTERS_8_REP_17,0.414000,3386584,1665468,171796,19921362
CLUSTERS_8_REP_17,0.416000,3427194,1667358,169906,19880752
CLUSTERS_8_REP_17,0.419000,3432754,1671138,166126,19875192
CLUSTERS_8_REP_17,0.423000,3436512,1815912,21352,19871434
CLUSTERS_8_REP_17,0.433000,4011236,1815912,21352,19296710
CLUSTERS_8_REP_17,0.439000,4314068,1815912,21352,18993878
CLUSTERS_8_REP_17,0.508000,4209424,1361178,476086,19098522
CLUSTERS_8_REP_17,0.509000,4390288,1307880,529384,18917658
CLUSTERS_8_REP_17,0.515000,6208808,1307880,529384,17099138
CLUSTERS_8_REP_17,0.523000,6472380,1261008,576256,16835566
CLUSTERS_8_REP_17,0.531000,6473292,1259874,577390,16834654
CLUSTERS_8_REP_17,0.549000,5497244,1259118,578146,17810702
CLUSTERS_8_REP_17,0.579000,8014988,1259118,578146,15292958
CLUSTERS_8_REP_17,0.925000,12761480,535626,1301638,10546466
CLUSTERS_8_REP_18,0.000000,0,86138,0,457768
CLUSTERS_8_REP_18,0.012000,4,86138,0,457764
CLUSTERS_8_REP_18,0.013000,6,86138,0,457762
CLUSTERS_8_REP_18,0.014000,10,86138,0,457758
CLUSTERS_8_REP_18,0.015000,14,86138,0,457754
CLUSTERS_8_REP_18,0.016000,20,86138,0,457748
CLUSTERS_8_REP_18,0.017000,24,86138,0,457744
CLUSTERS_8_REP_18,0.018000,36,86138,0,457732
CLUSTERS_8_REP_18,0.019000,50,86138,0,457718
CLUSTERS_8_REP_18,0.020000,76,86138,0,457692
CLUSTERS_8_REP_18,0.021000,122,86138,0,457646
CLUSTERS_8_REP_18,0.022000,158,86138,0,457610
CLUSTERS_8_REP_18,0.023000,218,86138,0,457550
CLUSTERS_8_REP_18,0.024000,248,86136,2,457520
CLUSTERS_8_REP_18,0.025000,352,86138,0,457416
CLUSTERS_8_REP_18,0.026000,464,86132,6,457304
CLUSTERS_8_REP_18,0.027000,582,86132,6,457186
CLUSTERS_8_REP_18,0.028000,694,86134,4,457074
CLUSTERS_8_REP_18,0.029000,826,86132,6,456942
CLUSTERS_8_REP_18,0.030000,1026,86132,6,456742
CLUSTERS_8_REP_18,0.031000,1378,86118,20,456390
CLUSTERS_8_REP_18,0.032000,1600,86118,20,456168
CLUSTERS_8_REP_18,0.033000,1734,86118,20,456034
CLUSTERS_8_REP_18,0.034000,2184,86118,20,455584
CLUSTERS_8_REP_18,0.035000,3222,86130,8,454546
CLUSTERS_8_REP_18,0.036000,3314,86130,8,454454
CLUSTERS_8_REP_18,0.037000,3526,86114,24,454242
CLUSTERS_8_REP_18,0.038000,4288,86114,24,453480
CLUSTERS_8_REP_18,0.039000,4886,86114,24,452882
CLUSTERS_8_REP_18,0.040000,5858,86114,24,451910
CLUSTERS_8_REP_18,0.041000,6852,86114,24,450916
CLUSTERS_8_REP_18,0.042000,7292,86114,24,450476
CLUSTERS_8_REP_18,0.043000,8118,86102,36,449650
CLUSTERS_8_REP_18,0.044000,8664,86102,36,449104
CLUSTERS_8_REP_18,0.045000,9546,86102,36,448222
CLUSTERS_8_REP_18,0.046000,13518,86100,38,444250
CLUSTERS_8_REP_18,0.047000,16876,86100,38,440892
CLUSTERS_8_REP_18,0.048000,19212,86100,38,438556
CLUSTERS_8_REP_18,0.049000,19052,86082,56,438716
CLUSTERS_8_REP_18,0.050000,21402,86082,56,436366
CLUSTERS_8_REP_18,0.051000,23846,86082,56,433922
CLUSTERS_8_REP_18,0.052000,25896,86082,56,431872
CLUSTERS_8_REP_18,0.053000,27762,86082,56,430006
CLUSTERS_8_REP_18,0.054000,32056,86080,58,425712
CLUSTERS_8_REP_18,0.055000,32696,86080,58,425072
CLUSTERS_8_REP_18,0.056000,32978,86080,58,424790
CLUSTERS_8_REP_18,0.057000,37000,86024,114,420768
CLUSTERS_8_REP_18,0.058000,38216,86024,114,419552
CLUSTERS_8_REP_18,0.059000,41866,86024,114,415902
CLUSTERS_8_REP_18,0.060000,46324,86034,104,411444
CLUSTERS_8_REP_18,0.061000,55784,86024,114,401984
CLUSTERS_8_REP_18,0.062000,56106,86020,118,401662
CLUSTERS_8_REP_18,0.064000,62898,86026,112,394870
CLUSTERS_8_REP_18,0.065000,63236,86026,112,394532
CLUSTERS_8_REP_18,0.066000,69336,85996,142,388432
CLUSTERS_8_REP_18,0.067000,69658,85996,142,388110
CLUSTERS_8_REP_18,0.068000,72814,85988,150,384954
CLUSTERS_8_REP_18,0.069000,73806,85988,150,383962
CLUSTERS_8_REP_18,0.070000,73208,85992,146,384560
CLUSTERS_8_REP_18,0.071000,74154,85754,384,383614
CLUSTERS_8_REP_18,0.073000,73924,85872,266,383844
CLUSTERS_8_REP_18,0.074000,80778,85872,266,376990
CLUSTERS_8_REP_18,0.075000,80368,85872,266,377400
CLUSTERS_8_REP_18,0.077000,80600,85742,396,377168
CLUSTERS_8_REP_18,0.078000,80234,85752,386,377534
CLUSTERS_8_REP_18,0.081000,101114,85928,210,356654
CLUSTERS_8_REP_18,0.082000,120552,85928,210,337216
CLUSTERS_8_REP_18,0.083000,120834,85512,626,336934
CLUSTERS_8_REP_18,0.085000,121748,85512,626,336020
CLUSTERS_8_REP_18,0.087000,120788,85672,466,336980
CLUSTERS_8_REP_18,0.088000,121064,85672,466,336704
CLUSTERS_8_REP_18,0.091000,122118,85672,466,335650
CLUSTERS_8_REP_18,0.096000,147156,85672,466,310612
CLUSTERS_8_REP_18,0.098000,123066,85558,580,334702
CLUSTERS_8_REP_18,0.099000,147266,85650,488,310502
CLUSTERS_8_REP_18,0.104000,149774,85650,488,307994
CLUSTERS_8_REP_18,0.108000,123176,85320,818,334592
CLUSTERS_8_REP_18,0.116000,123720,81964,4174,334048
CLUSTERS_8_REP_18,0.128000,126190,68944,17194,331578
CLUSTERS_8_REP_18,0.156000,227826,68076,18062,229942
CLUSTERS_8_REP_18,0.158000,321010,68944,17194,136758
CLUSTERS_8_REP_19,0.000000,0,5696522,0,216894958
CLUSTERS_8_REP_19,0.013000,2,5696522,0,216894956
CLUSTERS_8_REP_19,0.015000,4,5696522,0,216894954
CLUSTERS_8_REP_19,0.018000,6,5696522,0,216894952
CLUSTERS_8_REP_19,0.019000,8,5696522,0,216894950
CLUSTERS_8_REP_19,0.021000,16,5696522,0,216894942
CLUSTERS_8_REP_19,0.022000,20,5696522,0,216894938
CLUSTERS_8_REP_19,0.023000,24,5696522,0,216894934
CLUSTERS_8_REP_19,0.024000,34,5696522,0,216894924
CLUSTERS_8_REP_19,0.025000,44,5696522,0,216894914
CLUSTERS_8_REP_19,0.026000,54,5696522,0,216894904
CLUSTERS_8_REP_19,0.027000,74,5696522,0,216894884
CLUSTERS_8_REP_19,0.028000,98,5696522,0,216894860
CLUSTERS_8_REP_19,0.029000,134,5696522,0,216894824
CLUSTERS_8_REP_19,0.030000,158,5696522,0,216894800
CLUSTERS_8_REP_19,0.031000,164,5696522,0,216894794
CLUSTERS_8_REP_19,0.032000,206,5696522,0,216894752
CLUSTERS_8_REP_19,0.033000,256,5696522,0,216894702
CLUSTERS_8_REP_19,0.034000,306,5696522,0,216894652
CLUSTERS_8_REP_19,0.035000,384,5696520,2,216894574
CLUSTERS_8_REP_19,0.036000,454,5696520,2,216894504
CLUSTERS_8_REP_19,0.037000,526,5696520,2,216894432
CLUSTERS_8_REP_19,0.038000,642,5696518,4,216894316
CLUSTERS_8_REP_19,0.039000,738,5696520,2,216894220
CLUSTERS_8_REP_19,0.040000,860,5696520,2,216894098
CLUSTERS_8_REP_19,0.041000,1028,5696520,2,216893930
CLUSTERS_8_REP_19,0.042000,1126,5696520,2,216893832
CLUSTERS_8_REP_19,0.043000,1340,5696520,2,216893618
CLUSTERS_8_REP_19,0.044000,1546,5696520,2,216893412
CLUSTERS_8_REP_19,0.045000,1714,5696518,4,216893244
CLUSTERS_8_REP_19,0.046000,2072,5696518,4,216892886
CLUSTERS_8_REP_19,0.047000,2328,5696518,4,216892630
CLUSTERS_8_REP_19,0.048000,2604,5696518,4,216892354
CLUSTERS_8_REP_19,0.049000,2934,5696518,4,216892024
CLUSTERS_8_REP_19,0.050000,3242,5696518,4,216891716
CLUSTERS_8_REP_19,0.051000,3584,5696520,2,216891374
CLUSTERS_8_REP_19,0.052000,4128,5696520,2,216890830
CLUSTERS_8_REP_19,0.053000,4514,5696516,6,216890444
CLUSTERS_8_REP_19,0.054000,5188,5696516,6,216889770
CLUSTERS_8_REP_19,0.055000,5828,5696510,12,216889130
CLUSTERS_8_REP_19,0.056000,6336,5696516,6,216888622
CLUSTERS_8_REP_19,0.057000,7098,5696516,6,216887860
CLUSTERS_8_REP_19,0.058000,7892,5696510,12,216887066
CLUSTERS_8_REP_19,0.059000,8582,5696512,10,216886376
CLUSTERS_8_REP_19,0.060000,9484,5696510,12,216885474
CLUSTERS_8_REP_19,0.061000,10162,5696510,12,216884796
CLUSTERS_8_REP_19,0.062000,11226,5696508,14,216883732
CLUSTERS_8_REP_19,0.063000,12276,5696508,14,216882682
CLUSTERS_8_REP_19,0.064000,13312,5696508,14,216881646
CLUSTERS_8_REP_19,0.065000,14496,5696508,14,216880462
CLUSTERS_8_REP_19,0.066000,15566,5696492,30,216879392
CLUSTERS_8_REP_19,0.067000,16918,5696488,34,216878040
CLUSTERS_8_REP_19,0.068000,17956,5696486,36,216877002
CLUSTERS_8_REP_19,0.069000,19042,5696486,36,216875916
CLUSTERS_8_REP_19,0.070000,20376,5696486,36,216874582
CLUSTERS_8_REP_19,0.071000,21478,5696486,36,216873480
CLUSTERS_8_REP_19,0.072000,22956,5696486,36,216872002
CLUSTERS_8_REP_19,0.073000,24522,5696488,34,216870436
CLUSTERS_8_REP_19,0.074000,26360,5696488,34,216868598
CLUSTERS_8_REP_19,0.075000,28322,5696456,66,216866636
CLUSTERS_8_REP_19,0.076000,30154,5696456,66,216864804
CLUSTERS_8_REP_19,0.077000,31956,5696456,66,216863002
CLUSTERS_8_REP_19,0.078000,34314,5696456,66,216860644
CLUSTERS_8_REP_19,0.079000,35662,5696466,56,216859296
CLUSTERS_8_REP_19,0.080000,37074,5696446,76,216857884
CLUSTERS_8_REP_19,0.081000,39438,5696446,76,216855520
CLUSTERS_8_REP_19,0.082000,41932,5696444,78,216853026
CLUSTERS_8_REP_19,0.083000,44080,5696444,78,216850878
CLUSTERS_8_REP_19,0.084000,46908,5696432,90,216848050
CLUSTERS_8_REP_19,0.085000,48822,5696432,90,216846136
CLUSTERS_8_REP_19,0.086000,52164,5696336,186,216842794
CLUSTERS_8_REP_19,0.087000,54134,5696336,186,216840824
CLUSTERS_8_REP_19,0.088000,57558,5696336,186,216837400
CLUSTERS_8_REP_19,0.089000,61120,5696336,186,216833838
CLUSTERS_8_REP_19,0.090000,62010,5696338,184,216832948
CLUSTERS_8_REP_19,0.091000,64372,5696338,184,216830586
CLUSTERS_8_REP_19,0.092000,68382,5696338,184,216826576
CLUSTERS_8_REP_19,0.093000,69786,5696338,184,216825172
CLUSTERS_8_REP_19,0.094000,73548,5696278,244,216821410
CLUSTERS_8_REP_19,0.095000,77580,5696298,224,216817378
CLUSTERS_8_REP_19,0.096000,80084,5696298,224,216814874
CLUSTERS_8_REP_19,0.097000,82834,5696350,172,216812124
CLUSTERS_8_REP_19,0.098000,85354,5696350,172,216809604
CLUSTERS_8_REP_19,0.099000,89300,5696350,172,216805658
CLUSTERS_8_REP_19,0.100000,95066,5696350,172,216799892
CLUSTERS_8_REP_19,0.101000,100954,5696364,158,216794004
CLUSTERS_8_REP_19,0.102000,106824,5696330,192,216788134
CLUSTERS_8_REP_19,0.103000,110392,5696336,186,216784566
CLUSTERS_8_REP_19,0.104000,110674,5696298,224,216784284
CLUSTERS_8_REP_19,0.105000,114756,5696374,148,216780202
CLUSTERS_8_REP_19,0.106000,118182,5696374,148,216776776
CLUSTERS_8_REP_19,0.107000,121346,5696292,230,216773612
CLUSTERS_8_REP_19,0.108000,128708,5696292,230,216766250
CLUSTERS_8_REP_19,0.109000,131652,5696298,224,216763306
CLUSTERS_8_REP_19,0.110000,138644,5696298,224,216756314
CLUSTERS_8_REP_19,0.111000,142734,5696292,230,216752224
CLUSTERS_8_REP_19,0.112000,148012,5696308,214,216746946
CLUSTERS_8_REP_19,0.113000,152594,5696308,214,216742364
CLUSTERS_8_REP_19,0.114000,155720,5696308,214,216739238
CLUSTERS_8_REP_19,0.115000,162880,5696308,214,216732078
CLUSTERS_8_REP_19,0.116000,171362,5696308,214,216723596
CLUSTERS_8_REP_19,0.117000,179204,5696308,214,216715754
CLUSTERS_8_REP_19,0.118000,183168,5696308,214,216711790
CLUSTERS_8_REP_19,0.119000,184632,5696308,214,216710326
CLUSTERS_8_REP_19,0.120000,196652,5696308,214,216698306
CLUSTERS_8_REP_19,0.121000,203520,5696308,214,216691438
CLUSTERS_8_REP_19,0.122000,213524,5696308,214,216681434
CLUSTERS_8_REP_19,0.123000,222610,5696308,214,216672348
CLUSTERS_8_REP_19,0.124000,226826,5696144,378,216668132
CLUSTERS_8_REP_19,0.125000,233452,5696144,378,216661506
CLUSTERS_8_REP_19,0.126000,238212,5696202,320,216656746
CLUSTERS_8_REP_19,0.127000,246724,5696202,320,216648234
CLUSTERS_8_REP_19,0.128000,254896,5696202,320,216640062
CLUSTERS_8_REP_19,0.129000,263382,5696226,296,216631576
CLUSTERS_8_REP_19,0.130000,269656,5696226,296,216625302
CLUSTERS_8_REP_19,0.131000,278858,5696226,296,216616100
CLUSTERS_8_REP_19,0.132000,286718,5696226,296,216608240
CLUSTERS_8_REP_19,0.133000,290786,5696226,296,216604172
CLUSTERS_8_REP_19,0.134000,300758,5696168,354,216594200
CLUSTERS_8_REP_19,0.135000,312092,5696168,354,216582866
CLUSTERS_8_REP_19,0.136000,318402,5696168,354,216576556
CLUSTERS_8_REP_19,0.137000,325788,5696168,354,216569170
CLUSTERS_8_REP_19,0.138000,329772,5696168,354,216565186
CLUSTERS_8_REP_19,0.139000,343856,5696168,354,216551102
