0.000000	1
0.001000	2
0.002000	3
0.003000	3
0.004000	5
0.005000	7
0.006000	9
0.007000	11
0.008000	13
0.009000	17
0.010000	21
0.011000	23
0.012000	27
0.013000	31
0.014000	36
0.015000	40
0.016000	46
0.017000	55
0.018000	64
0.019000	73
0.020000	92
0.021000	110
0.022000	126
0.023000	152
0.024000	158
0.025000	174
0.026000	193
0.027000	220
0.028000	246
0.029000	275
0.030000	294
0.031000	311
0.032000	328
0.033000	358
0.034000	382
0.035000	403
0.036000	423
0.037000	440
0.038000	461
0.039000	486
0.040000	519
0.041000	538
0.042000	571
0.043000	596
0.044000	629
0.045000	627
0.046000	662
0.047000	679
0.048000	699
0.049000	733
0.050000	755
0.051000	770
0.052000	792
0.053000	799
0.054000	811
0.055000	842
0.056000	854
0.057000	854
0.058000	843
0.059000	817
0.060000	795
0.061000	766
0.062000	749
0.063000	732
0.064000	699
0.065000	668
0.066000	644
0.067000	613
0.068000	593
0.069000	561
0.070000	526
0.071000	504
0.072000	463
0.073000	435
0.074000	412
0.075000	393
0.076000	363
0.077000	335
0.078000	323
0.079000	308
0.080000	290
0.081000	270
0.082000	247
0.083000	231
0.084000	219
0.085000	208
0.086000	195
0.087000	193
0.088000	183
0.089000	178
0.090000	168
0.091000	162
0.092000	159
0.093000	149
0.094000	141
0.095000	135
0.096000	126
0.097000	124
0.098000	117
0.099000	115
0.100000	109
0.101000	105
0.102000	104
0.103000	96
0.104000	94
0.105000	88
0.106000	89
0.107000	88
0.108000	82
0.109000	81
0.110000	76
0.111000	76
0.112000	73
0.113000	68
0.114000	63
0.115000	61
0.116000	61
0.117000	61
0.118000	59
0.119000	59
0.120000	57
0.121000	55
0.122000	53
0.123000	52
0.124000	49
0.125000	47
0.126000	42
0.127000	39
0.128000	37
0.129000	36
0.130000	37
0.131000	37
0.132000	34
0.133000	33
0.134000	33
0.135000	33
0.136000	31
0.137000	31
0.138000	29
0.139000	29
0.140000	26
0.141000	26
0.142000	24
0.143000	24
0.144000	23
0.145000	21
0.146000	21
0.147000	19
0.148000	18
0.149000	18
0.150000	19
0.151000	18
0.152000	19
0.153000	19
0.154000	19
0.155000	18
0.156000	18
0.157000	19
0.158000	19
0.159000	19
0.160000	19
0.161000	19
0.162000	19
0.163000	20
0.164000	20
0.165000	20
0.166000	20
0.167000	20
0.168000	20
0.169000	20
0.170000	20
0.171000	20
0.172000	20
0.173000	18
0.174000	18
0.175000	18
0.176000	18
0.177000	18
0.178000	16
0.179000	15
0.180000	15
0.181000	14
0.182000	14
0.183000	14
0.184000	14
0.185000	14
0.186000	14
0.187000	14
0.188000	14
0.189000	14
0.190000	14
0.191000	14
0.192000	14
0.193000	14
0.194000	12
0.195000	12
0.196000	12
0.197000	12
0.198000	12
0.199000	12
0.200000	12
0.201000	12
0.202000	12
0.203000	12
0.204000	12
0.205000	12
0.206000	12
0.207000	12
0.208000	12
0.209000	12
0.210000	12
0.211000	12
0.212000	12
0.213000	12
0.214000	11
0.215000	11
0.216000	10
0.217000	10
0.218000	10
0.219000	10
0.220000	10
0.221000	10
0.222000	10
0.223000	10
0.224000	10
0.225000	10
0.226000	10
0.227000	10
0.228000	9
0.229000	9
0.230000	9
0.231000	9
0.232000	9
0.233000	9
0.234000	9
0.235000	9
0.236000	9
0.237000	9
0.238000	9
0.239000	9
0.240000	9
0.241000	9
0.242000	9
0.243000	9
0.244000	9
0.245000	8
0.246000	7
0.247000	7
0.248000	7
0.249000	7
0.250000	7
0.251000	7
0.252000	7
0.253000	5
0.254000	5
0.255000	5
0.256000	4
0.257000	4
0.258000	4
0.259000	4
0.260000	4
0.261000	4
0.262000	4
0.263000	4
0.264000	4
0.265000	4
0.266000	4
0.267000	4
0.268000	4
0.269000	4
0.270000	4
0.271000	4
0.272000	4
0.273000	4
0.274000	4
0.275000	4
0.276000	4
0.277000	4
0.278000	4
0.279000	4
0.280000	4
0.281000	4
0.282000	4
0.283000	4
0.284000	4
0.285000	4
0.286000	4
0.287000	4
0.288000	4
0.289000	5
0.290000	5
0.291000	5
0.292000	5
0.293000	5
0.294000	5
0.295000	5
0.296000	5
0.297000	5
0.298000	5
0.299000	5
0.300000	5
0.301000	5
0.302000	5
0.303000	5
0.304000	5
0.305000	5
0.306000	5
0.307000	5
0.308000	5
0.309000	5
0.310000	5
0.311000	5
0.312000	5
0.313000	5
0.314000	4
0.315000	4
0.316000	4
0.317000	4
0.318000	4
0.319000	4
0.320000	4
0.321000	4
0.322000	4
0.323000	4
0.324000	4
0.325000	4
0.326000	4
0.327000	4
0.328000	4
0.329000	4
0.330000	4
0.331000	4
0.332000	4
0.333000	4
0.334000	4
0.335000	4
0.336000	3
0.337000	3
0.338000	3
0.339000	3
0.340000	3
0.341000	3
0.342000	3
0.343000	3
0.344000	3
0.345000	3
0.346000	3
0.347000	3
0.348000	3
0.349000	3
0.350000	3
0.351000	3
0.352000	3
0.353000	3
0.354000	3
0.355000	3
0.356000	3
0.357000	3
0.358000	3
0.359000	3
0.360000	3
0.361000	3
0.362000	3
0.363000	3
0.364000	3
0.365000	3
0.366000	3
0.367000	3
0.368000	3
0.369000	3
0.370000	3
0.371000	3
0.372000	3
0.373000	3
0.374000	3
0.375000	3
0.376000	3
0.377000	3
0.378000	3
0.379000	3
0.380000	3
0.381000	3
0.382000	3
0.383000	3
0.384000	3
0.385000	3
0.386000	3
0.387000	3
0.388000	3
0.389000	3
0.390000	3
0.391000	3
0.392000	3
0.393000	3
0.394000	3
0.395000	3
0.396000	3
0.397000	3
0.398000	3
0.399000	3
0.400000	3
0.401000	3
0.402000	3
0.403000	3
0.404000	3
0.405000	3
0.406000	3
0.407000	3
0.408000	3
0.409000	3
0.410000	3
0.411000	3
0.412000	3
0.413000	2
0.414000	2
0.415000	2
0.416000	2
0.417000	2
0.418000	2
0.419000	2
0.420000	2
0.421000	2
0.422000	2
0.423000	2
0.424000	2
0.425000	2
0.426000	2
0.427000	2
0.428000	2
0.429000	2
0.430000	2
0.431000	2
0.432000	2
0.433000	2
0.434000	2
0.435000	2
0.436000	2
0.437000	2
0.438000	2
0.439000	2
0.440000	2
0.441000	2
0.442000	2
0.443000	2
0.444000	2
0.445000	2
0.446000	2
0.447000	2
0.448000	1
0.449000	1
0.450000	1
0.451000	1
0.452000	1
0.453000	1
0.454000	1
0.455000	1
0.456000	1
0.457000	1
0.458000	1
0.459000	1
0.460000	1
0.461000	1
0.462000	1
0.463000	1
0.464000	1
0.465000	1
0.466000	1
0.467000	1
0.468000	1
0.469000	1
0.470000	1
0.471000	1
0.472000	1
0.473000	1
0.474000	1
0.475000	1
0.476000	1
0.477000	1
0.478000	1
0.479000	1
0.480000	1
0.481000	1
0.482000	1
0.483000	1
0.484000	1
0.485000	1
0.486000	1
0.487000	1
0.488000	1
0.489000	1
0.490000	1
0.491000	1
0.492000	1
0.493000	1
0.494000	1
0.495000	1
0.496000	1
0.497000	1
0.498000	1
0.499000	1
0.500000	1
